Cid	Smiles	Name	Formula	Term_List	TreeIds
23663937	CC(=CC1=CC=C(C=C1)CC2=CN=CC=C2)C(=O)[O-].[Na+]	2-methyl-3-(4-(3-pyridinylmethyl)phenyl)-2-propenoic acid	C16H14NNaO2	['Enzyme Inhibitors']	['D27.505.519.389']
253794	CC1C2=C(C3=C(C(=C2C4C(O1)CC(=O)O4)O)C(=O)C5=C(C3=O)C6(C(OC5CC6O)C)O)O	granaticin	C22H20O10	['Antibiotics, Antineoplastic']	['D27.505.954.248.106']
159557	CC(C)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)OC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)C(CCSC)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CN=CN1)N)NC(=O)C(C(C)C)N	antiflammin P2	C46H77N13O15S	['Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal']	['D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030']
87934	CCN1C(=O)CC2(C1=O)CCN(CC2)C	2-ethyl-8-methyl-2,8-diazaspiro(4,5)decane-1,3-dione	C11H18N2O2	['Parasympathomimetics']	['D27.505.696.663.050.675']
76962025	C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5	Trimethaphan	C352H400N32O16S16+16	['Nicotinic Antagonists', 'Nicotinic Antagonists', 'Antihypertensive Agents', 'Adjuvants, Anesthesia']	['D27.505.519.625.120.200.700;D27.505.696.577.120.200.700', 'D27.505.519.625.120.200.700;D27.505.696.577.120.200.700', 'D27.505.954.411.162', 'D27.505.954.427.010']
5723	COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F	zardaverine	C12H10F2N2O3	['Phosphodiesterase Inhibitors', 'Bronchodilator Agents', 'Bronchodilator Agents']	['D27.505.519.389.735', 'D27.505.696.663.050.110;D27.505.954.796.050.100', 'D27.505.696.663.050.110;D27.505.954.796.050.100']
6323490	CC1C=CC=C(C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C6C(=C(C(=C5C2=O)O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C	Rifabutin	C46H62N4O11	['Anti-Bacterial Agents']	['D27.505.954.122.085']
155746	CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)NS(=O)(=O)N(C)C.Cl	mesulergine	C18H27ClN4O2S	['Dopamine Agonists', 'Dopamine Agonists', 'Serotonin Antagonists', 'Serotonin Antagonists', 'Antiparkinson Agents']	['D27.505.519.625.150.151;D27.505.696.577.150.151', 'D27.505.519.625.150.151;D27.505.696.577.150.151', 'D27.505.519.625.850.850;D27.505.696.577.850.850', 'D27.505.519.625.850.850;D27.505.696.577.850.850', 'D27.505.954.427.090.050']
76956741	CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3.CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3	Fendiline	C46H50N2	['Calcium Channel Blockers', 'Calcium Channel Blockers']	['D27.505.519.562.249;D27.505.954.411.192', 'D27.505.519.562.249;D27.505.954.411.192']
134148	CC1(C(N2C(S1(=O)=O)C(C2=O)NS(=O)(=O)C(F)(F)F)C(=O)O)C	6-beta-(trifluoromethanesulfonyl)amido-penicillanic acid sulfone	C9H11F3N2O7S2	['beta-Lactamase Inhibitors', 'beta-Lactamase Inhibitors']	['D27.505.519.389.400;D27.505.954.122.085.516', 'D27.505.519.389.400;D27.505.954.122.085.516']
23497	COC(=O)C(CC1=CC(=C(C=C1)O)O)N	levodopa methyl ester	C10H13NO4	['Antiparkinson Agents']	['D27.505.954.427.090.050']
6097	C1=CC=C2C(=C1)C(C(=O)N2)O	3-hydroxy-2-oxoindole	C8H7NO2	['Monoamine Oxidase Inhibitors', 'Cholinesterase Inhibitors', 'Cholinesterase Inhibitors', 'Cholinesterase Inhibitors']	['D27.505.519.389.616', 'D27.505.519.389.275;D27.505.519.625.120.300;D27.505.696.577.120.300', 'D27.505.519.389.275;D27.505.519.625.120.300;D27.505.696.577.120.300', 'D27.505.519.389.275;D27.505.519.625.120.300;D27.505.696.577.120.300']
444036	CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF	Fluticasone	C25H31F3O5S	['Anti-Allergic Agents', 'Dermatologic Agents', 'Bronchodilator Agents', 'Bronchodilator Agents', 'Anti-Inflammatory Agents']	['D27.505.954.016', 'D27.505.954.444', 'D27.505.696.663.050.110;D27.505.954.796.050.100', 'D27.505.696.663.050.110;D27.505.954.796.050.100', 'D27.505.954.158']
177744	COC1=C(C=C2C(=C1)C3=C4C(=CC5=C3OCO5)C=CN=C4C2=O)OC	dicentrinone	C19H13NO5	['Topoisomerase I Inhibitors', 'Topoisomerase I Inhibitors']	['D27.505.519.389.892.500;D27.505.954.248.794.500', 'D27.505.519.389.892.500;D27.505.954.248.794.500']
44219	CC(=O)OC1=CC=CC=C1C(=O)[O-].C(CC[NH3+])CC(C(=O)O)N	acetylsalicylic acid lysinate	C15H22N2O6	['Cyclooxygenase Inhibitors', 'Cyclooxygenase Inhibitors', 'Cyclooxygenase Inhibitors', 'Cyclooxygenase Inhibitors', 'Platelet Aggregation Inhibitors', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal', 'Analgesics', 'Analgesics']	['D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.954.502.780', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014;D27.505.954.427.040', 'D27.505.696.663.850.014;D27.505.954.427.040']
511	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)OP(=O)(O)O	Thiamine Triphosphate	C12H20N4O10P3S+	['Vitamin B Complex']	['D27.505.696.377.605.600.708']
23667529	CC(=O)NC1=C(C(=C(C(=C1I)C(=O)[O-])I)C(=O)NC)I.[Na+]	Iothalamic Acid	C11H8I3N2NaO4	['Contrast Media']	['D27.505.259.500;D27.720.259']
3488	COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3	Glyburide	C23H28ClN3O5S	['Hypoglycemic Agents']	['D27.505.696.422']
3037943	C(=S)(N)NN.Cl	thiosemicarbazide	CH6ClN3S	['Enzyme Inhibitors', 'Convulsants', 'Convulsants']	['D27.505.519.389', 'D27.505.696.282.224;D27.505.954.427.220.224', 'D27.505.696.282.224;D27.505.954.427.220.224']
15897	CC(CC1=CC(=CC=C1)C(F)(F)F)N	Norfenfluramine	C10H12F3N	['Serotonin Uptake Inhibitors', 'Serotonin Uptake Inhibitors', 'Serotonin Uptake Inhibitors', 'Serotonin Uptake Inhibitors', 'Serotonin Uptake Inhibitors']	['D27.505.519.562.437.850;D27.505.519.625.600.850;D27.505.519.625.850.900;D27.505.696.577.600.850;D27.505.696.577.850.900', 'D27.505.519.562.437.850;D27.505.519.625.600.850;D27.505.519.625.850.900;D27.505.696.577.600.850;D27.505.696.577.850.900', 'D27.505.519.562.437.850;D27.505.519.625.600.850;D27.505.519.625.850.900;D27.505.696.577.600.850;D27.505.696.577.850.900', 'D27.505.519.562.437.850;D27.505.519.625.600.850;D27.505.519.625.850.900;D27.505.696.577.600.850;D27.505.696.577.850.900', 'D27.505.519.562.437.850;D27.505.519.625.600.850;D27.505.519.625.850.900;D27.505.696.577.600.850;D27.505.696.577.850.900']
23681223	COC(CNC(=O)C1=CC=CC=C1OCC(=O)[O-])C[Hg].O.[Na+]	Mersalyl	C13H17HgNNaO6	['Enzyme Inhibitors']	['D27.505.519.389']
76963246	CC(C)NCC(C1=CC(=C(C=C1)N)C#N)O.CC(C)NCC(C1=CC(=C(C=C1)N)C#N)O	cimaterol	C24H34N6O2	['Adrenergic beta-Agonists', 'Adrenergic beta-Agonists']	['D27.505.519.625.050.100.200;D27.505.696.577.050.100.200', 'D27.505.519.625.050.100.200;D27.505.696.577.050.100.200']
4192	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F	Midazolam	C18H13ClFN3	['GABA Modulators', 'GABA Modulators', 'Anesthetics, Intravenous', 'Anesthetics, Intravenous', 'Anti-Anxiety Agents', 'Anti-Anxiety Agents', 'Anti-Anxiety Agents', 'Hypnotics and Sedatives', 'Hypnotics and Sedatives', 'Adjuvants, Anesthesia']	['D27.505.519.625.240.500;D27.505.696.577.240.500', 'D27.505.519.625.240.500;D27.505.696.577.240.500', 'D27.505.696.277.100.035.075;D27.505.954.427.210.100.035.075', 'D27.505.696.277.100.035.075;D27.505.954.427.210.100.035.075', 'D27.505.696.277.950.015;D27.505.954.427.210.950.015;D27.505.954.427.700.872.015', 'D27.505.696.277.950.015;D27.505.954.427.210.950.015;D27.505.954.427.700.872.015', 'D27.505.696.277.950.015;D27.505.954.427.210.950.015;D27.505.954.427.700.872.015', 'D27.505.696.277.350;D27.505.954.427.210.350', 'D27.505.696.277.350;D27.505.954.427.210.350', 'D27.505.954.427.010']
13932	CC[NH+](CC)CC(=O)NC1=C(C=C(C=C1C)C)C.[Cl-]	Trimecaine	C15H25ClN2O	['Anesthetics, Local', 'Anesthetics, Local', 'Anesthetics, Local']	['D27.505.696.277.100.200;D27.505.696.663.850.025;D27.505.954.427.210.100.200', 'D27.505.696.277.100.200;D27.505.696.663.850.025;D27.505.954.427.210.100.200', 'D27.505.696.277.100.200;D27.505.696.663.850.025;D27.505.954.427.210.100.200']
44134999	CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)N)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=C(C=C3)Cl)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CNC=N4)N	vasoactive intestinal peptide, 4-chloro-Phe(6)-Leu(17)-	C148H239ClN44O42	['Hormone Antagonists']	['D06.347;D27.505.696.399.450']
31348	C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O	Citric Acid	C6H5O7-3	['Calcium Chelating Agents', 'Anticoagulants']	['D27.505.519.914.500.204;D27.720.832.500.204', 'D27.505.954.502.119']
638034	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCOC(=O)C)C)C	retinol acetate	C22H32O2	['Anticarcinogenic Agents', 'Anticarcinogenic Agents', 'Adjuvants, Immunologic']	['D27.505.696.706.018;D27.505.954.248.125;D27.720.799.018', 'D27.505.696.706.018;D27.505.954.248.125;D27.720.799.018', 'D27.505.696.477.067']
3001386	CC(C)CCOC1=CC=C(C=C1)NC(=S)NC2=CC=C(C=C2)OCCC(C)C	thiocarlide	C23H32N2O2S	['Antitubercular Agents']	['D27.505.954.122.085.255']
9928181	COC1=CC(=C(C=C1C(=O)NC2CN3CCC2CC3)Cl)N.Cl	zacopride	C15H21Cl2N3O2	['Serotonin Antagonists', 'Serotonin Antagonists', 'Antiemetics', 'Antiemetics', 'Antiemetics']	['D27.505.519.625.850.850;D27.505.696.577.850.850', 'D27.505.519.625.850.850;D27.505.696.577.850.850', 'D27.505.696.663.050.030;D27.505.954.427.095;D27.505.954.483.200', 'D27.505.696.663.050.030;D27.505.954.427.095;D27.505.954.483.200', 'D27.505.696.663.050.030;D27.505.954.427.095;D27.505.954.483.200']
54684589	C1=CC=C(C(=C1)C(=O)O)[O-].C1=CC=C(C(=C1)C(=O)O)[O-].[Mg+2]	Magnesium Salicylate	C14H10MgO6	['Cyclooxygenase Inhibitors', 'Cyclooxygenase Inhibitors', 'Cyclooxygenase Inhibitors', 'Cyclooxygenase Inhibitors', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal']	['D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030']
275196	CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3	Noscapine	C22H23NO7	['Antitussive Agents', 'Antitussive Agents']	['D27.505.954.427.153;D27.505.954.796.090', 'D27.505.954.427.153;D27.505.954.796.090']
6675	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	Taurocholic Acid	C26H45NO7S	['Cholagogues and Choleretics']	['D27.505.954.483.508']
6438383	COC1=C(C=C(C=C1)C(=CF)CN)OC	2-(3,4-dimethoxyphenyl)-3-fluoroallylamine	C11H14FNO2	['Monoamine Oxidase Inhibitors', 'Antinematodal Agents']	['D27.505.519.389.616', 'D27.505.954.122.250.075.080']
16143008	CC(C)CC(C(=O)NC(CC(C(=O)O)C(=O)O)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(C(=O)O)C(=O)O)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(C)C(=O)N)NC(=O)C(CCSC)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)N)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CC(C(=O)O)C(=O)O)NC(=O)C(CC(C(=O)O)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)CN	conantokin-T	C110H175N31O45S	['Excitatory Amino Acid Antagonists', 'Excitatory Amino Acid Antagonists']	['D27.505.519.625.190.300;D27.505.696.577.190.300', 'D27.505.519.625.190.300;D27.505.696.577.190.300']
17170	CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C.Cl	Benzophenoneidum	C17H22ClN3	['Disinfectants', 'Anti-Infective Agents']	['D27.505.954.122.425;D27.720.274', 'D27.505.954.122']
61486	Cl[Gd](Cl)Cl	gadolinium chloride	Cl3Gd	['Contrast Media', 'Anti-Inflammatory Agents']	['D27.505.259.500;D27.720.259', 'D27.505.954.158']
450096	CCOC1=CC=C(C=C1)CC(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Gd+3]	gadolinium ethoxybenzyl DTPA	C23H33GdN3O11+3	['Contrast Media']	['D27.505.259.500;D27.720.259']
76965451	CCC(C=CCl)(C#C)O.CCC(C=CCl)(C#C)O	Ethchlorvynol	C14H18Cl2O2	['Hypnotics and Sedatives', 'Hypnotics and Sedatives']	['D27.505.696.277.350;D27.505.954.427.210.350', 'D27.505.696.277.350;D27.505.954.427.210.350']
5606	CC(C)(C)NCC(C1=CC=CC=C1Cl)O	tulobuterol	C12H18ClNO	['Bronchodilator Agents', 'Bronchodilator Agents', 'Adrenergic beta-Agonists', 'Adrenergic beta-Agonists']	['D27.505.696.663.050.110;D27.505.954.796.050.100', 'D27.505.696.663.050.110;D27.505.954.796.050.100', 'D27.505.519.625.050.100.200;D27.505.696.577.050.100.200', 'D27.505.519.625.050.100.200;D27.505.696.577.050.100.200']
16133838	CC(C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC2CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC(=O)C4CSSCC(C(=O)NC(C(=O)N5CC(CC5C(=O)N1)O)CO)NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C6CC(CN6C(=O)C(NC(=O)C(NC(=O)C(CSSCC(C(=O)NC(C(=O)NC(C(=O)N4)CO)CCCNC(=N)N)NC2=O)N)CCCCN)CO)O)CO)CO)CC(=O)N)O)CC7=CC=C(C=C7)O)C(C)O)CCCCN)CCCNC(=N)N)C(=O)NC(CC8=CC=C(C=C8)O)C(=O)N)CC(=O)N)CC9=CC=C(C=C9)O)CO)O	omega-Conotoxin GVIA	C120H182N38O43S6	['Calcium Channel Blockers', 'Calcium Channel Blockers']	['D27.505.519.562.249;D27.505.954.411.192', 'D27.505.519.562.249;D27.505.954.411.192']
9931954	CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=CC(=CC(=C34)N2)F	rucaparib	C19H18FN3O	['Poly(ADP-ribose) Polymerase Inhibitors', 'Poly(ADP-ribose) Polymerase Inhibitors']	['D27.505.519.389.739;D27.505.954.248.692', 'D27.505.519.389.739;D27.505.954.248.692']
443936	CCCC(=O)OC1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C(=O)COC(=O)C	difluprednate	C27H34F2O7	['Glucocorticoids']	['D06.472.040.543;D27.505.696.399.472.488']
29089	C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O	chlorhexidine gluconate	C34H54Cl2N10O14	['Dermatologic Agents', 'Anti-Infective Agents, Local']	['D27.505.954.444', 'D27.505.954.122.187']
121493626	CCCN(CCC)C1CCC2=C(C1)C=C(C=C2)O.CCCN(CCC)C1CCC2=C(C1)C=C(C=C2)O	7-hydroxy-2-N,N-dipropylaminotetralin	C32H50N2O2	['Dopamine Agonists', 'Dopamine Agonists']	['D27.505.519.625.150.151;D27.505.696.577.150.151', 'D27.505.519.625.150.151;D27.505.696.577.150.151']
60936	C1=CC(=CC=C1SC(P(=O)(O)[O-])P(=O)(O)[O-])Cl.[Na+].[Na+]	tiludronic acid	C7H7ClNa2O6P2S	['Bone Density Conservation Agents']	['D27.505.696.242']
165703	C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O	clonidine, chlorthalidone drug combination	C23H20Cl3N5O4S	['Antihypertensive Agents']	['D27.505.954.411.162']
12251	COCC(=O)O	methoxyacetic acid	C3H6O3	['Immunosuppressive Agents']	['D27.505.696.477.656']
76962655	C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[OH-].[K+].[K+].[K+].[K+]	Clorazepate Dipotassium	C32H22Cl2K4N4O8	['GABA Modulators', 'GABA Modulators', 'Anti-Anxiety Agents', 'Anti-Anxiety Agents', 'Anti-Anxiety Agents', 'Anticonvulsants']	['D27.505.519.625.240.500;D27.505.696.577.240.500', 'D27.505.519.625.240.500;D27.505.696.577.240.500', 'D27.505.696.277.950.015;D27.505.954.427.210.950.015;D27.505.954.427.700.872.015', 'D27.505.696.277.950.015;D27.505.954.427.210.950.015;D27.505.954.427.700.872.015', 'D27.505.696.277.950.015;D27.505.954.427.210.950.015;D27.505.954.427.700.872.015', 'D27.505.954.427.080']
196840	CN1CCN(CC1)C(=O)C2=NC(=C(S2)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)OC.Cl	1-((4,5-bis(4-methoxyphenyl)-2-thiazoyl)carbonyl)-4-methylpiperazine	C23H26ClN3O3S	['Cyclooxygenase Inhibitors', 'Cyclooxygenase Inhibitors', 'Cyclooxygenase Inhibitors', 'Cyclooxygenase Inhibitors']	['D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500']
34772	C1CC2=CC=CC=C2C(=O)C1CNCCC3=CC=C(C=C3)O	BE 2254	C19H21NO2	['Adrenergic alpha-Antagonists', 'Adrenergic alpha-Antagonists']	['D27.505.519.625.050.200.100;D27.505.696.577.050.200.100', 'D27.505.519.625.050.200.100;D27.505.696.577.050.200.100']
72285	C1C2C3C(C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C(C(C(=O)O3)CC(=O)O)C(C(=O)O6)O)O)O)OC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O1)O)O)O)O)O)O	chebulagic acid	C41H30O27	['Topoisomerase I Inhibitors', 'Topoisomerase I Inhibitors', 'Lipoxygenase Inhibitors']	['D27.505.519.389.892.500;D27.505.954.248.794.500', 'D27.505.519.389.892.500;D27.505.954.248.794.500', 'D27.505.519.389.480']
46783223	C1=C(C(C(C(C1N)O)O)O)CO.Cl	valienamine	C7H14ClNO4	['Glycoside Hydrolase Inhibitors', 'Glycoside Hydrolase Inhibitors']	['D27.505.519.389.320;D27.505.696.422.249', 'D27.505.519.389.320;D27.505.696.422.249']
162603	C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O	2,3,4,5,6-pentagalloylglucose	C41H32O26	['Glycoside Hydrolase Inhibitors', 'Glycoside Hydrolase Inhibitors']	['D27.505.519.389.320;D27.505.696.422.249', 'D27.505.519.389.320;D27.505.696.422.249']
22833361	CCCCCCCOP(=S)(OCCCCCCC)[S-].CCCCCCCOP(=S)(OCCCCCCC)[S-].[Zn+2]	Tea Tree Oil	C28H60O4P2S4Zn	['Anti-Infective Agents, Local']	['D27.505.954.122.187']
91667714	CN1C=C(N=C1C2=CC=C(C=C2)OCC(CNCCOC3=CC(=C(C=C3)O)C(=O)N)O)C(F)(F)F.CN1C=C(N=C1C2=CC=C(C=C2)OCC(CNCCOC3=CC(=C(C=C3)O)C(=O)N)O)C(F)(F)F.CS(=O)(=O)O.CS(=O)(=O)O	CGP 20712A	C48H58F6N8O16S2	['Adrenergic beta-Antagonists', 'Adrenergic beta-Antagonists']	['D27.505.519.625.050.200.200;D27.505.696.577.050.200.200', 'D27.505.519.625.050.200.200;D27.505.696.577.050.200.200']
6436640	CC(=O)OCCN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl	clopenthixol acetate ester	C24H27ClN2O2S	['Antipsychotic Agents', 'Antipsychotic Agents', 'Antipsychotic Agents']	['D27.505.696.277.950.040;D27.505.954.427.210.950.040;D27.505.954.427.700.872.331', 'D27.505.696.277.950.040;D27.505.954.427.210.950.040;D27.505.954.427.700.872.331', 'D27.505.696.277.950.040;D27.505.954.427.210.950.040;D27.505.954.427.700.872.331']
15010	CNCC(C1=CC(=CC=C1)NS(=O)(=O)C)O	amidephrine	C10H16N2O3S	['Adrenergic alpha-Agonists', 'Adrenergic alpha-Agonists']	['D27.505.519.625.050.100.100;D27.505.696.577.050.100.100', 'D27.505.519.625.050.100.100;D27.505.696.577.050.100.100']
2267	CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl	azelastine	C22H24ClN3O	['Histamine H1 Antagonists, Non-Sedating', 'Histamine H1 Antagonists, Non-Sedating', 'Anti-Allergic Agents', 'Lipoxygenase Inhibitors', 'Bronchodilator Agents', 'Bronchodilator Agents']	['D27.505.519.625.375.425.400.500;D27.505.696.577.375.425.400.500', 'D27.505.519.625.375.425.400.500;D27.505.696.577.375.425.400.500', 'D27.505.954.016', 'D27.505.519.389.480', 'D27.505.696.663.050.110;D27.505.954.796.050.100', 'D27.505.696.663.050.110;D27.505.954.796.050.100']
73343	C1CCN(C1)C(=S)S.N	pyrrolidine dithiocarbamic acid	C5H12N2S2	['Antioxidants', 'Antioxidants']	['D27.505.519.217;D27.505.696.706.125;D27.720.799.047', 'D27.505.519.217;D27.505.696.706.125;D27.720.799.047']
