Cid	Smiles	Name	Formula	Term_List	TreeIds
43371	CC(=O)CN(CC(=O)C)N=O	nitrosobis(2-oxopropyl)amine	C6H10N2O3	['Mutagens', 'Carcinogens']	['D27.888.569.468', 'D27.888.569.100']
15938	C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-]	Paraquat	C12H14Cl2N2	['Herbicides']	['D27.720.031.700.366;D27.888.723.366']
65702	C1CN(P(=O)(OC1)N(CCCl)CCCl)CCCl	trofosfamide	C9H18Cl3N2O2P	['Mutagens']	['D27.888.569.468']
5462314	CC(C(=O)NC(C)C(=O)O)NC(=O)C(CCP(=O)(C)O)N	bialaphos	C11H22N3O6P	['Herbicides']	['D27.720.031.700.366;D27.888.723.366']
5111791	C1=CC(=C(C=C1[N+](=O)[O-])N)N	1,2-diamino-4-nitrobenzene	C6H7N3O2	['Carcinogens', 'Indicators and Reagents']	['D27.888.569.100', 'D27.720.470.410']
4096	COP(=O)(N)SC	methamidophos	C2H8NO2PS	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
5381	CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C	tazarotene	C21H21NO2S	['Teratogens']	['D27.888.569.864']
8808	CN(C)C1=CC=C(C=C1)N=NS(=O)(=O)O	dexon (fungicide)	C8H11N3O3S	['Fungicides, Industrial']	['D27.720.031.700.288;D27.888.723.288']
6418719	C1=CC=NC(=C1)C2=NC(=C(N=N2)C3=CC=C(C=C3)S(=O)(=O)[O-])C4=CC=C(C=C4)S(=O)(=O)O.[Na+]	Ferrozine	C20H13N4NaO6S2	['Indicators and Reagents']	['D27.720.470.410']
40813	C1=CC(=CN=C1)CNC(=O)NC2=CC=C(C=C2)[N+](=O)[O-]	pyriminil	C13H12N4O3	['Rodenticides']	['D27.720.031.700.853;D27.888.723.853']
57369787	CCN1C(=O)C(=C(C(=NNC2=C(C=C(C(=C2)NC3=NC(=NC(=N3)Cl)Cl)S(=O)(=O)[O-])S(=O)(=O)[O-])C1=O)C)C(=O)N.[Na+].[Na+]	procion yellow	C18H14Cl2N8Na2O9S2	['Coloring Agents', 'Fluorescent Dyes']	['D27.720.233', 'D27.720.233.348;D27.720.470.410.505.500']
517065	CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].[Na+]	Dioctyl Sulfosuccinic Acid	C20H37NaO7S	['Surface-Active Agents']	['D27.720.877']
7017	C1=CC=C(C=C1)C2=CC=CC=C2O	2-phenylphenol	C12H10O	['Fungicides, Industrial', 'Carcinogens']	['D27.888.569.100', 'D27.720.031.700.288;D27.888.723.288']
74505	C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-]	triphenylmethylphosphonium	C19H18BrP	['Indicators and Reagents']	['D27.720.470.410']
11048	C1=CC=C(C(=C1)C2=C3C=C(C(=O)C(=C3OC4=C(C(=C(C=C24)Br)[O-])Br)Br)Br)C(=O)[O-].[Na+].[Na+]	Eosine Yellowish-(YS)	C20H6Br4Na2O5	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
9960616	CCOC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N6CCN(CC6)C.O.O.O.Cl.Cl.Cl	bisbenzimide ethoxide trihydrochloride	C27H37Cl3N6O4	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
16938	CCN(CC)C1=CC2=C(C=C1)N=C3C4=CC=CC=C4C(=[NH2+])C=C3O2.[Cl-]	Nile Blue	C20H20ClN3O	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
9570474	CCN1C2=C(C=C(C=C2)S(=O)(=O)[O-])SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)[O-])CC.[NH4+].[NH4+]	2,2'-azino-di-(3-ethylbenzothiazoline)-6-sulfonic acid	C18H24N6O6S4	['Indicators and Reagents']	['D27.720.470.410']
46942257	C1=CC=C2C(=C1)C(=O)NS2(=O)=O.O.O.[Na]	Saccharin	C7H9NNaO5S	['Sweetening Agents']	['D27.720.364.609;D27.720.888;G07.203.300.512.400.700;J02.500.512.400.700']
20373952	C1=CC2=C(C=CC=C2S(=O)(=O)[O-])C(=C1)NCCNC(=O)CI	1,5-I-AEDANS	C14H14IN2O4S-	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
21917311	C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].O.O.[Na+].[Na+].[Na+].[Na+]	Edetic Acid	C10H16N2Na4O10	['Food Additives']	['D27.720.368;G07.203.300.512;J02.500.512']
24726	C(C=CCl)Cl	1,3-dichloro-1-propene	C3H4Cl2	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
12688	CCCC[Sn](CCCC)(Cl)Cl	dibutyldichlorotin	C8H18Cl2Sn	['Teratogens']	['D27.888.569.864']
107729	CCC(=O)C1=CC2=C(C=C1)C=C(C=C2)N(C)C	prodan	C15H17NO	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
73416719	C(C(CBr)Br)Cl.C(C(CBr)Br)Cl	1,2-dibromo-3-chloropropane	C6H10Br4Cl2	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
64599	COC1(C2(C3CC4CC(C3)CC2C4)OO1)C5=CC(=CC=C5)OP(=O)(O)O	3-(2'-spiroadamantane)-4-methoxy-4-(3''-phosphoryloxy)phenyl-1,2-dioxetane	C18H23O7P	['Indicators and Reagents']	['D27.720.470.410']
3032581	C(CNC(=S)[S-])NC(=S)[S-].[Mn+2]	Maneb	C4H6MnN2S4	['Fungicides, Industrial']	['D27.720.031.700.288;D27.888.723.288']
8870	C1=CC=C(C=C1)N.Cl	aniline	C6H8ClN	['Carcinogens']	['D27.888.569.100']
34192	CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl	benthiocarb	C12H16ClNOS	['Herbicides']	['D27.720.031.700.366;D27.888.723.366']
6794	C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31.[Br-].[Br-]	Diquat	C12H12Br2N2	['Herbicides']	['D27.720.031.700.366;D27.888.723.366']
28780	CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC	Benomyl	C14H18N4O3	['Fungicides, Industrial']	['D27.720.031.700.288;D27.888.723.288']
14129	C1=CC(=CC=C1CC2=CC=NC=C2)[N+](=O)[O-]	4-(4-nitrobenzyl)pyridine	C12H10N2O2	['Chromogenic Compounds', 'Indicators and Reagents']	['D27.720.470.410', 'D27.720.233.174;D27.720.470.410.200']
31407	CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Ca+2]	Dioctyl Sulfosuccinic Acid	C40H74CaO14S2	['Surface-Active Agents']	['D27.720.877']
6917684	CC(=O)O.C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)NCCNCCO)NCCNCCO	ametantrone	C24H32N4O6	['Intercalating Agents']	['D27.720.470.410.360']
100682	C1CC(=O)N(C1=O)OC(=O)CCSSC2=CC=CC=N2	N-succinimidyl 3-(2-pyridyldithio)propionate	C12H12N2O4S2	['Cross-Linking Reagents']	['D27.720.470.410.210']
412	C1CC(NC1)C2=CN=CC=C2	nornicotine	C9H12N2	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
21954	C1=CC(=O)NNC1=O	Maleic Hydrazide	C4H4N2O2	['Herbicides']	['D27.720.031.700.366;D27.888.723.366']
16133838	CC(C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC2CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC(=O)C4CSSCC(C(=O)NC(C(=O)N5CC(CC5C(=O)N1)O)CO)NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C6CC(CN6C(=O)C(NC(=O)C(NC(=O)C(CSSCC(C(=O)NC(C(=O)NC(C(=O)N4)CO)CCCNC(=N)N)NC2=O)N)CCCCN)CO)O)CO)CO)CC(=O)N)O)CC7=CC=C(C=C7)O)C(C)O)CCCCN)CCCNC(=N)N)C(=O)NC(CC8=CC=C(C=C8)O)C(=O)N)CC(=O)N)CC9=CC=C(C=C9)O)CO)O	omega-Conotoxin GVIA	C120H182N38O43S6	['Neurotoxins']	['D27.888.569.504']
5492929	CCN1C2=CC(=C(C=C2[N+](=C1C=CC=C3N(C4=CC(=C(C=C4N3CC)Cl)Cl)CC)CC)Cl)Cl.[I-]	5,5',6,6'-tetrachloro-1,1',3,3'-tetraethylbenzimidazolocarbocyanine	C25H27Cl4IN4	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
15413	CC(C)(C)OC	methyl tert-butyl ether	C5H12O	['Carcinogens']	['D27.888.569.100']
15463	C1=CC=C(C=C1)C2=CC=C(C=C2)CCl	4-chloromethylbiphenyl	C13H11Cl	['Mutagens', 'Carcinogens']	['D27.888.569.468', 'D27.888.569.100']
76966826	C1=CN(C(=N1)[N+](=O)[O-])CC(CO)O.C1=CN(C(=N1)[N+](=O)[O-])CC(CO)O	desmethylmisonidazole	C12H18N6O8	['Mutagens']	['D27.888.569.468']
50108	CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=CC(=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+]	iso-sulfan blue	C27H31N2NaO6S2	['Coloring Agents']	['D27.720.233']
5284476	CC1=C2C3=CC=CC=C3NC2=CC(=N1)N	3-amino-1-methyl-5H-pyrido(4,3-b)indole	C12H11N3	['Mutagens', 'Carcinogens']	['D27.888.569.468', 'D27.888.569.100']
33557	[N-]=[N+]=[N-].[Na+]	Sodium Azide	N3Na	['Mutagens', 'Indicators and Reagents']	['D27.888.569.468', 'D27.720.470.410']
9500	C1=CC(=NC=C1C(=O)N)N	6-Aminonicotinamide	C6H7N3O	['Teratogens']	['D27.888.569.864']
104994	C1=CN2C=NC3=C(C2=N1)NC=N3	1,N(6)-ethenoadenine	C7H5N5	['Mutagens']	['D27.888.569.468']
2730	CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl	Chlorpyrifos	C9H11Cl3NO3PS	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
5379348	C1=CC=C(C=C1)N=NC2=CC=C(C=C2)NN=C3C(=O)C=CC4=CC=CC=C43	sudan III	C22H16N4O	['Coloring Agents']	['D27.720.233']
2728	CC(C)OC(=O)NC1=CC(=CC=C1)Cl	Chlorpropham	C10H12ClNO2	['Herbicides']	['D27.720.031.700.366;D27.888.723.366']
29393	CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-]	oryzalin	C12H18N4O6S	['Herbicides']	['D27.720.031.700.366;D27.888.723.366']
2733620	CCCCCN(CCCCC)C1=CC=C(C=C1)C=CC=CC2=CC=[N+](C=C2)CCCCS(=O)(=O)[O-]	RH 421	C29H42N2O3S	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
108088	CC1=CC2=C(C=C1)NC3C2CN(CC3)C.Cl.Cl	dicarbine	C13H20Cl2N2	['Teratogens']	['D27.888.569.864']
23443529	C(C(C(=O)O)O)(C(=O)O)O.NN	hydrazine	C4H10N2O6	['Carcinogens']	['D27.888.569.100']
76965253	CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C.CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C	isofenphos	C30H48N2O8P2S2	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
5392	COP(=S)(OC)OC1=CC=C(C=C1)SC2=CC=C(C=C2)OP(=S)(OC)OC	Temefos	C16H20O6P2S3	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
443971	C1=CC(=CC=C1C(=O)NCC(=O)[O-])N.[Na+]	p-Aminohippuric Acid	C9H9N2NaO3	['Indicators and Reagents']	['D27.720.470.410']
9843029	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.O.Cl	Paroxetine	C19H23ClFNO4	['Cytochrome P-450 CYP2D6 Inhibitors']	['D27.505.389.500.368;D27.505.519.389.335.368']
21876	C1=NC2=C(N1)C(=NC=N2)NO	6-N-hydroxylaminopurine	C5H5N5O	['Mutagens']	['D27.888.569.468']
73416962	CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F	Fluoxetine	C34H36F6N2O2	['Cytochrome P-450 CYP2D6 Inhibitors']	['D27.505.389.500.368;D27.505.519.389.335.368']
7954	C1(=NC(=NC(=N1)Cl)Cl)Cl	cyanuric chloride	C3Cl3N3	['Cross-Linking Reagents']	['D27.720.470.410.210']
66570698	C1=CC=C2C(=C1)C(=O)C3=C(N2)C=CC(=C3)N.Cl	2-aminoacridone	C13H11ClN2O	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
628327	CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCO	Octoxynol	C22H38O5	['Surface-Active Agents', 'Detergents']	['D27.720.877.265;J01.516.381', 'D27.720.877']
4247	CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCCN	monodansylcadaverine	C17H25N3O2S	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
763	C(C(=O)O)N=C(N)N	glycocyamine	C3H7N3O2	['Affinity Labels']	['D27.720.470.410.080']
12660	C(=NN=O)(N)N	Nitrosoguanidines	CH4N4O	['Mutagens']	['D27.888.569.468']
9411	CCC(C)N1C(=O)C(=C(NC1=O)C)Br	bromacil	C9H13BrN2O2	['Herbicides']	['D27.720.031.700.366;D27.888.723.366']
9839867	C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Na+]	Edetic Acid	C10H16N2NaO8+	['Food Additives']	['D27.720.368;G07.203.300.512;J02.500.512']
122308	C(C1=C(C(=C(C(=C1F)F)F)F)F)ON	Florox Reagent	C7H4F5NO	['Indicators and Reagents']	['D27.720.470.410']
159832	[O]	Singlet Oxygen	O	['Oxidants']	['D27.720.642;D27.888.569.540']
93368	C1=C(C=C2C3=C1C(=O)N(C(=O)C3=CC(=C2N)S(=O)(=O)O)NC(=O)NN)S(=O)(=O)O	lucifer yellow	C13H11N5O9S2	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
442021	COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC	brucine	C23H26N2O4	['Indicators and Reagents']	['D27.720.470.410']
129630607	[HH].CC1CC(OC(=O)CC(NC(=O)C(N(C(=O)C(NC(=O)C(CC(=C1)C)C)C)C)CC2=C(NC3=CC=CC=C32)Br)C4=CC=C(C=C4)O)C	jasplakinolide	C36H47BrN4O6	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
9065	CC(C(C1=CC=CC=C1)O)N.Cl	Phenylpropanolamine	C9H14ClNO	['Nasal Decongestants']	['D27.505.954.411.793.610;D27.505.954.796.560']
8971	CCN(CCCNC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC)CCCl.Cl.Cl	acridine mustard	C21H27Cl4N3O	['Mutagens']	['D27.888.569.468']
4933	CCC(=O)NC1=CC(=C(C=C1)Cl)Cl	Propanil	C9H9Cl2NO	['Herbicides']	['D27.720.031.700.366;D27.888.723.366']
3118	CCOP(=S)(OCC)SCCSCC	Disulfoton	C8H19O2PS3	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
6478	C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl	hexachlorocyclopentadiene	C5Cl6	['Teratogens']	['D27.888.569.864']
91773	CCC1=CC=C(C=C1)C(=O)NN(C(=O)C2=CC(=CC(=C2)C)C)C(C)(C)C	tebufenozide	C22H28N2O2	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
12450	CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=CC=C3	brilliant green	C27H33N2+	['Coloring Agents']	['D27.720.233']
24832074	CC1=C(C=CC(=C1)C2=CC(=C(C=C2)NN=C3C=CC4=C(C3=O)C(=C(C=C4S(=O)(=O)[O-])S(=O)(=O)[O-])N)C)NN=C5C=CC6=C(C5=O)C(=C(C=C6S(=O)(=O)[O-])S(=O)(=O)[O-])N.[Na+].[Na+].[Na+].[Na+]	Evans Blue	C34H24N6Na4O14S4	['Coloring Agents']	['D27.720.233']
6426925	CC1C=CC=C2COC3C2(C(C=C(C3O)C)C(=O)OC4CC(CC=C(C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)O)OC)OC)C)OC7(C4)C=CC(C(O7)C8CCCCC8)C)O	doramectin	C50H74O14	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
23616344	C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-].[Na+]	picric acid	C6H3N3NaO7+	['Indicators and Reagents']	['D27.720.470.410']
14797	[OH-].[K+]	potassium hydroxide	HKO	['Indicators and Reagents']	['D27.720.470.410']
4109	CC(=NOC(=O)NC)SC	Methomyl	C5H10N2O2S	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
9576475	C1=CC=C(C(=C1)NN=C2C(=CC3=CC(=CC(=C3C2=O)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)NC6=NC(=NC(=N6)Cl)NC7=C8C(=CC(=C7)S(=O)(=O)[O-])C=C(C(=NNC9=CC=CC=C9S(=O)(=O)[O-])C8=O)S(=O)(=O)[O-])Cl)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]	procion red HE-3B	C44H24Cl2N14Na6O20S6	['Coloring Agents']	['D27.720.233']
22879	C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].O.[Ca+2]	Saccharin	C14H10CaN2O7S2	['Sweetening Agents']	['D27.720.364.609;D27.720.888;G07.203.300.512.400.700;J02.500.512.400.700']
5543	CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl	Triallate	C10H16Cl3NOS	['Herbicides']	['D27.720.031.700.366;D27.888.723.366']
7083	CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-]	Tolonium Chloride	C15H16ClN3S	['Coloring Agents']	['D27.720.233']
23664773	CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+]	Taurodeoxycholic Acid	C26H44NNaO6S	['Detergents']	['D27.720.877.265;J01.516.381']
16219651	C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O.O	morin	C15H12O8	['Indicators and Reagents']	['D27.720.470.410']
2347	CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2	butylbenzyl phthalate	C19H20O4	['Teratogens']	['D27.888.569.864']
7502	C=CC1=CC=NC=C1	4-vinylpyridine	C7H7N	['Indicators and Reagents']	['D27.720.470.410']
76965919	C1C(O1)CO.C1C(O1)CO	glycidol	C6H12O4	['Carcinogens']	['D27.888.569.100']
5455	CN(C)C(=S)SSC(=S)N(C)C	Thiram	C6H12N2S4	['Fungicides, Industrial', 'Mutagens']	['D27.888.569.468', 'D27.720.031.700.288;D27.888.723.288']
74997	CN(C)C1=CC(=C2C(=C1)OC3=CC(=[N+](C)C)C=CC3=C2C4=CC=CC=C4C(=O)O)NC(=O)CI.[Cl-]	tetramethylrhodamine iodoacetamide	C26H25ClIN3O4	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
11513733	C1=CN=NC1=O	pyrazolone	C3H2N2O	['Coloring Agents']	['D27.720.233']
31202	CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]	cetalkonium chloride	C25H46ClN	['Surface-Active Agents']	['D27.720.877']
444	CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C	Bupropion	C13H18ClNO	['Cytochrome P-450 CYP2D6 Inhibitors']	['D27.505.389.500.368;D27.505.519.389.335.368']
65093	C1=CC=NC(=C1)SSC2=CC=CC=N2	2,2'-dipyridyl disulfide	C10H8N2S2	['Oxidants']	['D27.720.642;D27.888.569.540']
16211367	C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)[O-])S(=O)(=O)[O-])O.O.[Na+].[Na+]	Sulfobromophthalein	C20H10Br4Na2O11S2	['Coloring Agents', 'Indicators and Reagents']	['D27.720.470.410', 'D27.720.233']
25043	C1=C(C2=NON=C2C(=C1)Cl)[N+](=O)[O-]	4-Chloro-7-nitrobenzofurazan	C6H2ClN3O3	['Indicators and Reagents']	['D27.720.470.410']
56840781	C(C[NH+](CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Ca+2]	Edetic Acid	C10H14CaN2Na2O8+2	['Food Additives']	['D27.720.368;G07.203.300.512;J02.500.512']
102059823	CCCCC(C)C(=O)OC1C(C(OC2(C1O)CC3CC(O2)CC=C(CC(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)C)C)C	milbemycin	C38H56O10	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
3314	COC1=C(C=CC(=C1)CC=C)O	Eugenol	C10H12O2	['Solvents']	['D27.720.844']
516902	[O-]Cl(=O)=O.[Na+]	sodium chlorate	ClNaO3	['Herbicides']	['D27.720.031.700.366;D27.888.723.366']
23666830	CN(C)C(CSS(=O)(=O)O)CSS(=O)(=O)[O-].[Na+]	S,S'-(2-(dimethylamino)-1,3-propanediyl)thiosulfuric acid ester	C5H12NNaO6S4	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
6450531	CC1C=CC=C2COC3C2(C(C=C(C3O)C)C(=O)OC4CC(CC=C(C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)NC(=O)C)OC)OC)C)OC7(C4)C=CC(C(O7)C(C)C)C)O	emamectin	C49H73NO14	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
13000444	C1=CC=C(C=C1)N.OCl(=O)(=O)=O	aniline	C6H8ClNO4	['Carcinogens']	['D27.888.569.100']
24667	CC(C)(C)C1=C(C=CC(=C1)O)OC.CC(C)(C)C1=C(C=CC(=C1)OC)O	Butylated Hydroxyanisole	C22H32O4	['Carcinogens']	['D27.888.569.100']
123766	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=S)(O)OP(=O)(O)O)O)O	adenosine 5'-O-(2-thiotriphosphate)	C10H16N5O12P3S	['Affinity Labels']	['D27.720.470.410.080']
119593	C1=CN(C2=NC(=NC2=C1)NCCCC(C(=O)O)N)CCCCC(C(=O)O)N	pentosidine	C17H26N6O4	['Cross-Linking Reagents']	['D27.720.470.410.210']
16315	C=CCSSSCC=C	diallyl trisulfide	C6H10S3	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
4764	C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O	Phenolphthalein	C20H14O4	['Indicators and Reagents']	['D27.720.470.410']
61460	O.O.O.O.O.O.O.O[As](=O)([O-])[O-].[Na+].[Na+]	sodium arsenate	AsH15Na2O11	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
94497	C[N+]1=CC=C(C=C1)C2=CC=CC=C2.[Cl-]	1-Methyl-4-phenylpyridinium	C12H12ClN	['Herbicides']	['D27.720.031.700.366;D27.888.723.366']
13157	CCCN(C(=O)N)N=O	propylnitrosourea	C4H9N3O2	['Mutagens', 'Carcinogens']	['D27.888.569.468', 'D27.888.569.100']
76956695	CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C.CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C.CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C.CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C.CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C.CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C.CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C.CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C	cypermethrin	C176H152Cl16N8O24	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
5281873	CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C	cyhalothrin	C23H19ClF3NO3	['Fungicides, Industrial', 'Insecticides']	['D27.720.031.700.491;D27.888.723.491', 'D27.720.031.700.288;D27.888.723.288']
644359	C1=C(C=C(C2(C1[N+](=O)[O-])OC3C(OC(C3O2)N4C=NC5=C4N=CN=C5N)COP(=O)([O-])OP(=O)(O)O)[N+](=O)[O-])[N+](=O)[O-]	2',3' O-(2,4,6-trinitrophenyl)adenosine 5'-diphosphate	C16H15N8O16P2-	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
50515	CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N	amonafide	C16H17N3O2	['Intercalating Agents']	['D27.720.470.410.360']
9395	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]	Paraoxon	C10H14NO6P	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
13044	C1=CC(=C(C=C1[N+](=O)[O-])CBr)O	2-Hydroxy-5-nitrobenzyl Bromide	C7H6BrNO3	['Indicators and Reagents']	['D27.720.470.410']
114774	CC(C)CCCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)OO)C	cholesterol 7-hydroperoxide	C27H46O3	['Mutagens']	['D27.888.569.468']
3033937	[H+].C1=CC(=C[C-]=C1)S(=O)(=O)[O-].[OH-].[Hg+2]	4-hydroxymercuribenzenesulfonate	C6H6HgO4S	['Oxidants']	['D27.720.642;D27.888.569.540']
1988	CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C	acetochlor	C14H20ClNO2	['Herbicides']	['D27.720.031.700.366;D27.888.723.366']
93248	CCN1C(=O)C(C(=O)N(C1=S)CC)C=CC=C2C(=O)N(C(=S)N(C2=O)CC)CC	bis(1,3-diethylthiobarbiturate)trimethineoxonol	C19H24N4O4S2	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
28112	[Li+].[AlH4-]	lithium aluminum hydride	AlH4Li	['Reducing Agents']	['D27.720.470.410.690']
5483917	C1=CC=C(C(=C1)NN=C2C(=CC3=CC(=CC(=C3C2=O)NC4=NC(=NC(=N4)Cl)Cl)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]	Procion Brilliant Red M-2BS	C19H9Cl2N6Na3O10S3	['Coloring Agents']	['D27.720.233']
