Cid	Smiles	Name	Formula	Terms	TreeIds
2404	CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CC(CCN5C6=CC=CC=C64)CN	Ro 31-8425	C26H24N4O2	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
5281087	CN1CCCN=C1C=CC2=CC(=CC=C2)O	oxantel	C13H16N2O	['Therapeutic Uses']	['D27.505.954']
71736	CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=C(C(=O)C(=C4)Cl)Cl)SC2)C(=O)O	cefazedone	C18H15Cl2N5O5S3	['Therapeutic Uses']	['D27.505.954']
3658056	CC(C)C=CC=CC(C)C1=NC(=CS1)C2=NC(=CS2)C=CC(C(C)C(=CC(=O)N)OC)OC	myxothiazol	C25H33N3O3S2	['Therapeutic Uses']	['D27.505.954']
501640	CCCCCCCCCN1CC(C(C(C1CO)O)O)O	N-nonyl-1-deoxynojirimycin	C15H31NO4	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
65149	CC1=NC2=C(C=CC3=C2N=C(C=C3C4=CC=CC=C4)C)C(=C1)C5=CC=CC=C5	bathocuproine	C26H20N2	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
71587153	CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O.OS(=O)(=O)O	Bleomycin	C55H86N17O25S4+	['Therapeutic Uses']	['D27.505.954']
73333	CCNC(=O)N1CCN(CC1)CCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F	amperozide	C23H29F2N3O	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
35595	C(C1C(C(C(O1)C2=C(C(=NN2)C(=O)N)O)O)O)O	pyrazofurin	C9H13N3O6	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.954']
3966	C1CCN2CC3CC(C2C1)CN4C3CCCC4	Sparteine	C15H26N2	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
13245174	C1=CC(=CC=C1C(=N)N)OCCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O	hexamidine	C22H32N4O6S	['Therapeutic Uses']	['D27.505.954']
33255	CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O	Cefazolin	C14H14N8O4S3	['Therapeutic Uses']	['D27.505.954']
2723754	C1CCC2=NC3=CC=CC=C3C(=C2C1)N.Cl	Tacrine	C13H15ClN2	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
16129667	CCC(C)C1C(=O)NC(=C)C(=O)NC(C(=O)NC(CSCC(C(=O)N1)NC(=O)C(=CC)NC(=O)C(C(C)CC)N)C(=O)NC2C(SCC(NC(=O)CNC(=O)C3CCCN3C2=O)C(=O)NC(CCCCN)C(=O)NC4C(SCC(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC4=O)C)CC(C)C)CCSC)C(=O)NC(CC(=O)N)C(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC5C(SCC6C(=O)NC(C(=O)NC(CSC(C(C(=O)N6)NC(=O)C(NC5=O)C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(CC7=CN=CN7)C(=O)NC(C(C)C)C(=O)NC(=C)C(=O)NC(CCCCN)C(=O)O)CC8=CN=CN8)C)C)C)CC(C)C	Nisin	C143H230N42O37S7	['Therapeutic Uses']	['D27.505.954']
2803	C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl	Clonidine	C9H9Cl2N3	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.954', 'D27.505.519']
4135	CC1=C(C=CC(=C1)C(C)(C)CC(C)(C)C)OCCOCC[N+](C)(C)CC2=CC=CC=C2	methylbenzethonium chloride	C28H44NO2+	['Therapeutic Uses']	['D27.505.954']
21158559	C=CC[N+]12CCC34C1CC(C(=CCO)C2)C5=CN6C7C(=CN(C53)C8=CC=CC=C48)C9CC1C7(CC[N+]1(CC9=CCO)CC=C)C1=CC=CC=C16.[Cl-].[Cl-]	Alcuronium	C44H50Cl2N4O2	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
39031	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)O)C(=O)O)C	Sulbenicillin	C16H18N2O7S2	['Therapeutic Uses']	['D27.505.954']
10011321	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC(C)C)CC4=CC=CC=C4)CC5=CC=CC=C5)C(C)C)CC(C)C)C(C)CC	cyclolinopeptide A	C57H85N9O9	['Physiological Effects of Drugs']	['D27.505.696']
16142364	CCC(C)C1C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)CC(=O)O)C(C)CC)CCCNC(=N)N)CC2=CC=CC=C2)NC(=O)C(CO)NC(=O)C(CO)N)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC4=CC=C(C=C4)O)C(=O)O)CC(C)C)CO)CCC(=O)N)C	atrial natriuretic factor prohormone (103-126)	C107H165N35O34S2	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
21673	C[NH+]1CCC2=C(C1)C(C3=CC=CC=C23)C4=CC=CC=C4.[Cl-]	phenindamine	C19H20ClN	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
5358812	CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC.C(=CC(=O)O)C(=O)O	Methiothepin	C24H28N2O4S2	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
5311454	CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O	stiripentol	C14H18O3	['Therapeutic Uses']	['D27.505.954']
65885	CNC(=O)C1=CC(=CC=C1)NCC(=O)NCCC2=CC(=C(C=C2)OC)OC	ecabapide	C20H25N3O4	['Therapeutic Uses']	['D27.505.954']
64713	CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl.Cl.Cl	Meclizine	C25H29Cl3N2	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
37990	CC(C)(CC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)NS(=O)(=O)C)O	zinterol	C19H26N2O4S	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
4886	CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2	pramoxine	C17H27NO3	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
63009	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl	Sertraline	C17H18Cl3N	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
5063	C1CCC(=NOC(=O)NCCCCCCNC(=O)ON=C2CCCCC2)CC1	1,6-bis(cyclohexyloximinocarbonyl)hexane	C20H34N4O4	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
122188	CN1C(=CC(=O)N(C1=O)C)NCCN(CCCC2=CC=C(C=C2)[N+](=O)[O-])CCO.Cl	nifekalant	C19H28ClN5O5	['Therapeutic Uses']	['D27.505.954']
1990	CC(=O)NO	acetohydroxamic acid	C2H5NO2	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
123606	CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3	almotriptan	C17H25N3O2S	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
50898453	CCCCCCCCCCCCCCCC(=O)OC(COC1C(C(C(C(O1)CS(=O)(=O)[O-])O)O)O)OC(=O)CCCCCCCCCCCCCCC.[Na+]	sulfoquinovosyl diglyceride	C40H75NaO12S	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
6971033	C1=CC(=C(C=C1CC(C(=O)[O-])[NH3+])O)O	Dihydroxyphenylalanine	C9H11NO4	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
14184	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl	Methadone	C21H28ClNO	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
5775429	C1=CC=C2C(=C1)C=CC(=NNC(=O)N)C2=O	naftazone	C11H9N3O2	['Therapeutic Uses']	['D27.505.954']
47318	CC1=C(SSC1=S)C2=NC=CN=C2	oltipraz	C8H6N2S3	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
65807	CC(CO)(C(C12C(=O)NC(C(=C)CCO1)(C(=O)N2)O)O)O	bicozamycin	C12H18N2O7	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.954']
29137	COC1=CC(=CC(=C1OC)OC)CC2C3=CC(=C(C=C3CCN2)O)O.Cl	Tretoquinol	C19H24ClNO5	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.954', 'D27.505.519']
95575	C#CCC(C(=O)O)N	propargylglycine	C5H7NO2	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
643976	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O	Flavin Mononucleotide	C17H21N4O9P	['Physiological Effects of Drugs']	['D27.505.696']
123662	CCCOC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2	propyl beta-carboline-3-carboxylate	C15H14N2O2	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
73417338	CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C.CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C	clevidipine	C42H46Cl4N2O12	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
115027	C1CN2CCC1C(C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.Cl	quifenadine	C20H24ClNO	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
107748	C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl.C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	amiloride, hydrochlorothiazide drug combination	C13H16Cl2N10O5S2	['Physiological Effects of Drugs']	['D27.505.696']
76956201	CC1=C(C=CC(=C1)C(C)(C)CC(C)(C)C)OCCOCC[N+](C)(C)CC2=CC=CC=C2.CC1=C(C=CC(=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2)C(C)(C)CC(C)(C)C.O.O.[Cl-].[Cl-]	methylbenzethonium chloride	C56H92Cl2N2O6	['Therapeutic Uses']	['D27.505.954']
5184	CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4	Scopolamine Hydrobromide	C17H21NO4	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.954', 'D27.505.519']
11639443	B(C1=CC=C(C=C1)C=C2CN(CC(=CC3=CC=C(C=C3)B(O)O)C2=O)C)(O)O	AM 114	C20H21B2NO5	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
5362129	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O	Ramipril	C23H32N2O5	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
24958198	C1CC(CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N	niraparib	C19H20N4O	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
9577450	C1CNC(=O)C(=NO)CC2=CC(=C(C=C2)OC3=C(C(=CC(=C3)CC(=NO)C(=O)NC=CC4=CC(=C(C(=C4)Br)OC5=C(C(=CC1=C5)Br)O)Br)Br)O)Br	bastadin 14	C34H25Br5N4O8	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
7871	CC(C)OP(=O)(C)F	Sarin	C4H10FO2P	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
65485	CC(C)NCC(COC1=CC=CC=C1C2CCCCC2)O	exaprolol	C18H29NO2	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
30956	CC1CC=CC2C(C(=C)C(C3C2(C(C=CC(C1=O)(C)O)OC(=O)C)C(=O)NC3CC4=CC=CC=C4)C)O	Cytochalasin D	C30H37NO6	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
7573	CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2	N-isopropyl-N-phenyl-4-phenylenediamine	C15H18N2	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
7510	C1=CC(=CN=C1)CO	Nicotinyl Alcohol	C6H7NO	['Therapeutic Uses']	['D27.505.954']
39324	CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O.Cl	bevantolol	C20H28ClNO4	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
146919	CSC1=CC=C(C=C1)C2CN3CCCC3C4=CC=CC=C24.OCl(=O)(=O)=O	McN 5652	C19H22ClNO4S	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
108041	C1CN=C(N1)NC2=CC=C(C=C2)C(=O)OC3=CC4=C(C=C3)C=C(C=C4)C(=N)N	sepimostate mesilate	C21H19N5O2	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
54677972	CC1=CC(=NO1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O	isoxicam	C14H13N3O5S	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
2804	CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C	Clopamide	C14H20ClN3O3S	['Physiological Effects of Drugs']	['D27.505.696']
73416869	CC(C12CC3CC(C1)CC(C3)C2)N.CC(C12CC3CC(C1)CC(C3)C2)N	Rimantadine	C24H42N2	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.954']
76965670	C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O.C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O	Benserazide	C20H30N6O10	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
129691409	CN(C1CCN(C1=O)CC2=CSC(=C2)C(=N)N)S(=O)(=O)C3=CC4=C(C=CC(=C4)OC)C=C3.Cl	RPR 120844	C22H25ClN4O4S2	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
6604561	CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N.CS(=O)(=O)O	Gabexate	C17H27N3O7S	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.954']
9807238	CC(=N)N1CCC(CC1)OC2=CC=C(C=C2)N(CC3=CC4=C(C=C3)C=CC(=C4)C(=N)N)S(=O)(=O)CC(=O)O	YM 60828	C27H31N5O5S	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
3604	C[N+](C)(C)CCCCCC[N+](C)(C)C	Hexamethonium	C12H30N2+2	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.954', 'D27.505.519']
51754	C1=CC=C(C=C1)SC2=CC=C(C=C2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl.[N+](=O)(O)[O-]	fenticonazole	C24H21Cl2N3O4S	['Therapeutic Uses']	['D27.505.954']
6438381	CC(=CCCC(=CCCC(=CCSCC(C(=O)O)NC(=O)C)C)C)C	N-acetyl-S-farnesylcysteine	C20H33NO3S	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
3038497	CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)([O-])[O-].[Na+].[Na+]	fospropofol	C13H19Na2O5P	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
54612706	CCCC(CCC)C(=O)O.[Na+]	Valproic Acid	C8H16NaO2+	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.954']
2351	CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3	Bepridil	C24H34N2O	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.954']
37941	CCCCCOC1=CC=CC(=C1)NC(=O)OC2CCCCC2[NH+]3CCCC3.[Cl-]	pentacaine	C22H35ClN2O3	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
123686	C1=CC=C(C=C1)NC(=O)NCCNCC(COC2=CC=CC=C2C#N)O	ICI 89406	C19H22N4O3	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
440623	CC12CCC3C(C1CCC2=O)CCC4=CC(=C(C=C34)O)O	2-hydroxyestrone	C18H22O3	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
60149	C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O	sertindole	C24H26ClFN4O	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
3032600	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCNCC(C3=CC(=CC(=C3)O)O)O.Cl	reproterol	C18H24ClN5O5	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
3199	CC1=C(C(=C2C3C4C5C6=C(C(N4C(C(N3C)CC2=C1)O)COC(=O)C7(CS5)C8=CC(=C(C=C8CCN7)O)OC)C9=C(C(=C6OC(=O)C)C)OCO9)O)OC	trabectedin	C39H43N3O11S	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
23615430	CC(C)(CO)C(C(=O)NCCC(=O)[O-])O.[Ca+2]	Pantothenic Acid	C9H16CaNO5+	['Physiological Effects of Drugs']	['D27.505.696']
702	CCO	Ethanol	C2H6O	['Therapeutic Uses']	['D27.505.954']
76956755	C1=CC=C(C=C1)C2NC3=CC(=C(C=C3C(=O)N2)S(=O)(=O)N)Cl.C1=CC=C(C=C1)C2NC3=CC(=C(C=C3C(=O)N2)S(=O)(=O)N)Cl	fenquizone	C28H24Cl2N6O6S2	['Physiological Effects of Drugs']	['D27.505.696']
6438751	CCOC(=O)C(CF)(C=CCN)N	2-(fluoromethyl)dehydroornithine ethyl ester	C8H15FN2O2	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
13727	C1CCC(CC1)(C2=CC=CC=C2)[NH+]3CCCCC3.[Cl-]	Phencyclidine	C17H26ClN	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
73214	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCN(CC3)C(=O)CO)F	eperezolid	C18H23FN4O5	['Therapeutic Uses']	['D27.505.954']
9651	CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O	Galantamine	C17H21NO3	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
19658	C1=CC(=S)N(C=C1)[O-].[Na+]	pyrithione	C5H4NNaOS	['Therapeutic Uses']	['D27.505.954']
163761	CC1=CC(=NC2=C1C(=C(C=C2NC(C)CCCN)OC)OC3=CC=CC(=C3)C(F)(F)F)OC.C(CC(=O)O)C(=O)O	tafenoquine	C28H34F3N3O7	['Therapeutic Uses']	['D27.505.954']
3035447	CC(C)(C)C1=NC2=CC(=C(C=C2S1)NC(=S)SCCC(=O)O)OC	CGP 20376	C16H20N2O3S3	['Therapeutic Uses']	['D27.505.954']
130420	C1=CC=C(C=C1)CC(=O)NCP(=O)(O)OC2=CC=CC(=C2)C(=O)O	3-carboxyphenyl phenylacetamidomethylphosphonate	C16H16NO6P	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
71314913	CC(CC1=CC=CC=C1)NCC2=CC=CC=C2Cl.Cl	clobenzorex	C16H19Cl2N	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.954', 'D27.505.519']
24550	F[Sn]F	Tin Fluorides	F2Sn	['Physiological Effects of Drugs']	['D27.505.696']
71952	CC(C)(C)NCC(COC1=CC=CC=C1C2=NN=C(C=C2)NN)O	prizidilol	C17H25N5O2	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.954', 'D27.505.519']
19849157	COC1=CC(=C(C=C1C(=O)NC2CN3CCC2CC3)Cl)N.O.Cl	zacopride	C15H23Cl2N3O3	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
3475	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2	Gliclazide	C15H21N3O3S	['Physiological Effects of Drugs']	['D27.505.696']
23663974	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)[O-].[Na+]	Cefoperazone	C25H26N9NaO8S2	['Therapeutic Uses']	['D27.505.954']
2753	CN(C1CCCCC1)C(=O)CCCOC2=CC3=C(C=C2)NC(=O)C=C3	cilostamide	C20H26N2O3	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
3447	CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N	Gabexate	C16H23N3O4	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.954']
2966	C1CN(CC2=CC=CC=C21)C(=N)N	Debrisoquin	C10H13N3	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
12313558	CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl	normethadone	C20H26ClNO	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
5568	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F	Triflupromazine	C18H19F3N2S	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
237	CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC	Quinacrine	C23H30ClN3O	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.954']
114897	CC(=O)C1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=CC=CC=C4C3=O)O)OC5CC(C(CO5)O)O)N.Cl	amrubicin	C25H26ClNO9	['Therapeutic Uses']	['D27.505.954']
4748	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO	Perphenazine	C21H26ClN3OS	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
6419915	COC1=CC(=CC(=C1OC)OC)C(=O)OCCCN2CCCN(CC2)CCCOC(=O)C3=CC(=C(C(=C3)OC)OC)OC.Cl.Cl	Dilazep	C31H46Cl2N2O10	['Therapeutic Uses']	['D27.505.954']
76961137	CCCCC(C1=CC=CC=C1)O.CCCCC(C1=CC=CC=C1)O	fenipentol	C22H32O2	['Therapeutic Uses']	['D27.505.954']
54676539	CN(C)C1C2C(C3C(=C)C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O	meclocycline	C22H21ClN2O8	['Therapeutic Uses']	['D27.505.954']
47811	CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC	Pergolide	C19H26N2S	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
2083	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O	Albuterol	C13H21NO3	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.954', 'D27.505.519']
197127	CC1CCC2C1CC3(C4CC2(C3(C(=C4)C(C)C)C(=O)O)C=O)COC5C(C(C(C(O5)C)OC)O)O	sordarin	C27H40O8	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
