CID	SMILES	Terms
122027.0	CC1(C(C(C2=CC3=NON=C3C=C2O1)N4CCCCC4=O)O)C	['Antihypertensive Agents', 'Vasodilator Agents']
23676494.0	CN1C=C(N=N1)C=CC=C2C3N(C2=O)C(=CS3)C(=O)[O-].[Na+]	['beta-Lactamase Inhibitors']
4961.0	CCCCCC(C=CC1C(C=CC1=O)CC=CCCCC(=O)O)O	['Antineoplastic Agents']
636362.0	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O.Cl	['Antibiotics, Antineoplastic', 'Topoisomerase II Inhibitors']
4912.0	CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C	['Anticholesteremic Agents', 'Antioxidants']
5702214.0	CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl	['Antipsychotic Agents', 'Dopamine Antagonists']
75919.0	C1=CC=NC(=C1)CCN	['Histamine Agonists']
6351.0	C1CC1	['Anesthetics']
23667548.0	C(C(C1C(=C(C(=O)O1)O)[O-])O)O.[Na+]	['Antioxidants', 'Vitamins']
11954008.0	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCC5)C(=O)[O-].OS(=O)(=O)O	['Anti-Bacterial Agents']
439647.0	CC1=CC=C(C=C1)S(=O)(=O)NC(CC2=CC=CC=C2)C(=O)CCl	['Alkylating Agents', 'Protein Synthesis Inhibitors', 'Serine Proteinase Inhibitors']
5464452.0	CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC.Cl	['Antirheumatic Agents']
21863082.0	[O-][Al]=O.[O-][Al]=O.[O-][Al]=O.[Bi+3]	['Antacids']
9961939.0	CCOC1=CC=C(C=C1)CC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Gd+3]	['Contrast Media']
84105.0	CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2.Cl	['Anesthetics, Local']
6917759.0	CN(CCCC1(S(=O)(=O)CCCS1(=O)=O)C2=CC(=C(C=C2)OC)OC)CCC3=CC(=C(C=C3)OC)OC.Cl	['Calcium Channel Blockers']
44232548.0	CC(C)C1=NC(=CS1)CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5.CC(C)C(CO)N1C=C(C(=O)C2=CC(=C(C=C21)OC)CC3=C(C(=CC=C3)Cl)F)C(=O)O.CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C.C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F.C(=CC(=O)O)C(=O)O	['Anti-HIV Agents']
21909.0	CC(C(C1=C(C=CC(=C1)OC)OC)O)NC(C)(C)C.Cl	['Hypoglycemic Agents', 'Hypolipidemic Agents', 'Sympatholytics']
24746.0	C(C(C(=O)[O-])N)C(=O)O.C(C(C(=O)[O-])N)C(=O)O.C(C(C(=O)[O-])N)C(=O)[O-].[Mg+2].[K+].[K+]	['Cardiotonic Agents']
13461.0	C1=CC=C(C=C1)COC(=O)C(C2=CC=CC=C2)O	['Muscarinic Antagonists', 'Parasympatholytics', 'Urological Agents']
5712.0	C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO	['Platelet Aggregation Inhibitors']
2717.0	CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl	['Anti-Anxiety Agents', 'Muscle Relaxants, Central']
71452493.0	CCC(C)C(C(=O)NCC(=O)NC(C(C)C)C(=O)NCC(=O)NC(C)C(=O)N1CCCC1C(=O)NCC(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)O)NC(=O)C(CC4=CN=CN4)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(CC7=CC=C(C=C7)O)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CCSC)NC(=O)C8CSSCC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8)C(C)O)CO)CC(C)C)CC(=O)N)N	['Bone Density Conservation Agents']
9047.0	COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N	['Anti-Infective Agents', 'Anti-Infective Agents, Urinary', 'Antimalarials']
60719.0	CN(C)C(=O)CCSC(C1=CC=CC(=C1)C=CC2=NC3=C(C=CC(=C3)Cl)C=C2)SCCC(=O)O	['Bronchodilator Agents']
9570560.0	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=NNC(=O)C6=CC=CC=C6)C)O)N)O.Cl	['Antibiotics, Antineoplastic']
12044540.0	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCC(F)(F)F.[Na+]	['Anti-Ulcer Agents', 'Proton Pump Inhibitors']
54737.0	CN1CCCCC1CCC2=CC=CC=C2NC(=O)C3=CC(=C(C=C3)O)OC	['Anti-Arrhythmia Agents']
4775.0	C1=CC=C(C=C1)CCCC(=O)O	['Antineoplastic Agents']
5894.0	C1=C2C(=CC(=C1Cl)Cl)N(C=N2)C3C(C(C(O3)CO)O)O	['Enzyme Inhibitors', 'Nucleic Acid Synthesis Inhibitors']
14251.0	CCCCCCCCCCCCCC[N+](C)(C)C	['Anti-Infective Agents, Local']
20980871.0	CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31.Cl	['Adrenergic Uptake Inhibitors', 'Antidepressive Agents, Tricyclic']
4519262.0	CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)[O-])CC3=CC=C(C=C3)Cl.[Na+]	['Lipoxygenase Inhibitors']
99558.0	C(CSCC(C(=O)O)N)N	['Protein Synthesis Inhibitors']
61361.0	CCCCC1C2=CC=CC=C2C(=O)O1	['Neuroprotective Agents', 'Platelet Aggregation Inhibitors']
12093171.0	COC1=CC=CC=C1OC2=C(N=C(N=C2OC)C3=NC=CC=N3)[N-]S(=O)(=O)C=CC4=CC=CC=C4.[K+]	['Endothelin Receptor Antagonists']
76960615.0	CCC1(C(=O)NC(=O)N1)C2=CC=CC=C2.CCC1(C(=O)NC(=O)N1)C2=CC=CC=C2	['Anticonvulsants']
25155823.0	C1=CC=C(C=C1)C=CCN2C=C(NN2)C=CC(=O)N=O	['Histone Deacetylase Inhibitors']
62770.0	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O.Cl	['Antibiotics, Antineoplastic', 'Topoisomerase II Inhibitors']
91800248.0	CC1=CC2=C(C=C1)N3CCNC4C3=C2CCC4.CC1=CC2=C(C=C1)N3CCNC4C3=C2CCC4	['Antidepressive Agents', 'Antineoplastic Agents', 'Monoamine Oxidase Inhibitors']
6410734.0	COC1=CC2=NNN=C2C=C1C(=O)NCC3CCCN3CC=C.Cl	['Antiemetics']
123957.0	CS(=O)(=O)O.C1=CC(=CN=C1)C(=NCCO[N+](=O)[O-])NC#N	['Antihypertensive Agents', 'Vasodilator Agents']
6857599.0	C1CCC(C(C1)N)N.C(=O)(C(=O)O)O.[Pt+2]	['Antineoplastic Agents']
9570088.0	CCCCN=C(N)N=C([NH3+])N.[Cl-]	['Hypoglycemic Agents']
3729.0	CC(C)NC(C)CC1=CC=C(C=C1)I	['Radiopharmaceuticals']
65600.0	C1CN2CCC1C(C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O	['Histamine Antagonists']
6336040.0	C1=CC(=C(C=C1Cl)Cl)CCC(CC(CS(=O)(=O)O)O)O.[K]	['Hydroxymethylglutaryl-CoA Reductase Inhibitors']
2732.0	C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O	['Antihypertensive Agents', 'Diuretics']
62984.0	CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Bi+3]	['Anti-Ulcer Agents', 'Histamine H2 Antagonists']
123865.0	CC(C1C(C(C(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)O)O)O	['Amebicides', 'Coccidiostats']
4342.0	CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C	['Anti-Arrhythmia Agents']
18406186.0	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C.[Na+]	['Anti-Bacterial Agents']
16197723.0	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)([O-])OC3CC(OC3COP(=S)([O-])OC4CC(OC4COP(=S)([O-])OC5CC(OC5COP(=S)([O-])OC6CC(OC6COP(=S)([O-])OC7CC(OC7COP(=S)([O-])OC8CC(OC8COP(=S)([O-])OC9CC(OC9COP(=S)([O-])OC1CC(OC1CO)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C1N=CN=C2N)N1C=NC2=C1N=CN=C2N)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=NC2=C1N=C(NC2=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=NC2=C1N=C(NC2=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=CC(=NC1=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=NC2=C1N=CN=C2N)OP(=S)([O-])OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=S)([O-])OCC1C(CC(O1)N1C=CC(=NC1=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=CC(=NC1=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=NC2=C1N=C(NC2=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=S)([O-])OCC1C(CC(O1)N1C=CC(=NC1=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=NC2=C1N=CN=C2N)O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]	['Gastrointestinal Agents', 'Immunosuppressive Agents']
6918309.0	COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)OP(=O)([O-])[O-].[Na+].[Na+]	['Antineoplastic Agents, Phytogenic']
50313.0	C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)F)I	['Antiviral Agents']
3806.0	C1=CC2=C(C(=O)C=CC2=O)C(=C1)O	['Antineoplastic Agents', 'Enzyme Inhibitors']
23674512.0	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)[O-])C(=O)O)C(C)O.[Na+]	['Anti-Bacterial Agents']
9651.0	CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O	['Cholinesterase Inhibitors', 'Nootropic Agents', 'Parasympathomimetics']
168623.0	CCN(CC)CCCOC(=O)C1(CC2CCC1C2)C3=CC=CC=C3.Cl	['Muscarinic Antagonists']
91274.0	CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C.Cl	['Anticonvulsants']
3624.0	CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N	['Enzyme Inhibitors', 'Nicotinic Antagonists', 'Trypanocidal Agents']
11387895.0	CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O.C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br	['Adrenergic alpha-2 Receptor Agonists', 'Adrenergic beta-Antagonists']
55466.0	CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3]	['Contrast Media']
5702220.0	CN(CC1=CC(=CC(=C1N)Br)Br)C2CCCCC2.Cl	['Expectorants']
10718956.0	CC1=CC=C(C=C1)C#CC2=CC=C(S2)S(=O)(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)O	['Matrix Metalloproteinase Inhibitors']
4990.0	CNC(=O)OCC1=NC(=CC=C1)COC(=O)NC	['Hypolipidemic Agents']
91895500.0	CC1C2C(C3C(C(=C(C(=O)C3(C(=C2C(=O)C4=C1C=CC=C4[O-])[O-])[O-])C(=O)N)[O-])N(C)C)O.[Ca+2].[Ca+2]	['Anti-Bacterial Agents', 'Antimalarials']
44073.0	C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O	['Enzyme Inhibitors']
16132441.0	CCC(C)C(C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CS)C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(C(C)O)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)N2CCCC2C(=O)NC(CCC(=O)N)C(=O)NC(CO)C(=O)NC(CC3=CN=CN3)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)CC)C(=O)N5CCCC5C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC6=CC=C(C=C6)O)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)C(CS)NC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CS)NC(=O)C(C(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CS)NC(=O)C(CC(C)C)NC(=O)C(CS)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CS)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC7=CC=C(C=C7)O)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)N	['Fibrinolytic Agents']
3961.0	CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl	['Angiotensin II Type 1 Receptor Blockers', 'Anti-Arrhythmia Agents', 'Antihypertensive Agents']
37393.0	CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O	['Antimalarials']
65242.0	C(C1C(C(C(C(N1)O)O)O)O)O	['Anti-Bacterial Agents', 'Enzyme Inhibitors']
76971328.0	CCCCOCC(COC1=CC=CC=C1)O.CCCCOCC(COC1=CC=CC=C1)O	['Cholagogues and Choleretics']
2581.0	CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O	['Anti-Inflammatory Agents, Non-Steroidal', 'Photosensitizing Agents']
1684.0	CC1=CC(=CC(=C1OCCCC2=CC(=NO2)C)C)C3=NOC(=N3)C(F)(F)F	['Antiviral Agents']
119194.0	C1C2=C(N=CN2C3=C(C=C(C=C3)F)C(=N1)C4=CC=CC=C4Br)C(=O)N	['GABA Modulators']
25058197.0	CC(CC1=CC=CC=C1)[NH+](C)CC#C.[Cl-]	['Antiparkinson Agents', 'Monoamine Oxidase Inhibitors', 'Neuroprotective Agents']
5748733.0	CC(C)S(=O)(=O)N1C2=C(C=CC(=C2)C(=NO)C3=CC=CC=C3)N=C1N	['Antiviral Agents']
63016.0	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC.O.O.Cl	['Adrenergic alpha-1 Receptor Antagonists', 'Urological Agents']
10366136.0	CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4	['Antineoplastic Agents']
2937.0	CCCCCC(CC=C1C(C=CC1=O)CC=CCCCC(=O)O)O	['Antineoplastic Agents', 'Antiviral Agents']
130881.0	CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O	['Angiotensin II Type 1 Receptor Blockers', 'Antihypertensive Agents']
8103.0	CCCCCCO	['Anesthetics', 'Nicotinic Antagonists']
9833407.0	CC(=O)O.C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N	['Hemostatics']
5464025.0	CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC.Br	['Antitussive Agents', 'Excitatory Amino Acid Antagonists']
5453.0	C1CN1P(=S)(N2CC2)N3CC3	['Antineoplastic Agents, Alkylating']
3445.0	C1C(C=CC=C1C(=O)O)N	['Enzyme Inhibitors']
3060974.0	CC1=CC(=C(C(=C1)C)N=C2C=C3C4=CC(=C(C=C4CCN3C(=O)N2C)OC)OC)C.Cl	['Platelet Aggregation Inhibitors']
3659.0	CNC1CC(C(C(C1O)OC2C3C(C(C(O2)CO)O)OC4(O3)C(C(C(C(O4)C(CO)N)O)O)O)O)N	['Anthelmintics', 'Anti-Bacterial Agents']
3195.0	CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=O)C2	['Vasodilator Agents']
124081848.0	[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.N#[O+].[Fe+2]	['Antihypertensive Agents', 'Nitric Oxide Donors', 'Vasodilator Agents']
6914623.0	C1CN(CC1O)CC2=CC=CC=C2C3=CC=C(C=C3)N4CCC5=C(C4=O)N(N=C5C(F)(F)F)C6=CC7=C(C=C6)ON=C7N	['Factor Xa Inhibitors']
443873.0	CCOC(=O)C(CCC1=CC=CC=C1)NC2CSC(CN(C2=O)CC(=O)O)C3=CC=CS3.Cl	['Angiotensin-Converting Enzyme Inhibitors', 'Antihypertensive Agents']
73417314.0	CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O	['Anti-Bacterial Agents', 'Topoisomerase II Inhibitors']
9865515.0	C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4	['Histone Deacetylase Inhibitors']
441398.0	CCOC(=O)OC(C)OC(=O)C1C(SC2N1C(=O)C2NC(=O)C(C3=CC=CC=C3)N)(C)C.Cl	['Anti-Bacterial Agents']
51717.0	C1=CC(=C(C(=C1)Cl)NC2=CSC=C2CC(=O)O)Cl	['Anti-Inflammatory Agents, Non-Steroidal']
53363909.0	CC(C)C1=C(C=C(C(=C1)C2=C(C=C(C=C2)C(F)(F)F)CN3CC(OC3=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)OC)F	['Anticholesteremic Agents']
76971086.0	CCC(C1=CC=CC=C1)C(=O)NC(=O)N.CCC(C1=CC=CC=C1)C(=O)NC(=O)N	['Anticonvulsants']
2733514.0	C(CC(C(=O)O)N)CNC(=S)N	['Enzyme Inhibitors']
5469.0	C1CN(CCN1CCO)C(=O)CN2C3=C(C=CC(=C3)Cl)SC2=O	['Anti-Inflammatory Agents, Non-Steroidal', 'Bronchodilator Agents']
123751.0	CC(CC1=CC(=C(C=C1)O)I)(C(=O)O)N	['Radiopharmaceuticals']
151084.0	CC12CCC3C(C1CCC2OC=O)CCC4=CC(=O)CCC34C	['5-alpha Reductase Inhibitors']
72311.0	C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5.[Cl-]	['Anti-Bacterial Agents', 'Antineoplastic Agents']
107715.0	CC(C)C1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C	['Vasodilator Agents']
24602.0	O	['Antineoplastic Agents', 'Radiation-Protective Agents']
129734996.0	C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N.Cl	['Analgesics, Non-Narcotic', 'Anticonvulsants']
38351.0	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N.OS(=O)(=O)O.OS(=O)(=O)O	['Anti-Bacterial Agents']
9796068.0	C1=CC(=C(C=C1C(=O)N)[N+](=O)[O-])I	['Poly(ADP-ribose) Polymerase Inhibitors']
5748642.0	C1=CN(C=CC1=C[NH+]=O)CN2C=CC(=C[NH+]=O)C=C2.[Cl-]	['Cholinesterase Reactivators']
16132444.0	CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CS)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CO)NC(=O)C2CCCN2C(=O)C(C)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CCC(=O)N)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CS)NC(=O)C(CCCCN)NC(=O)C(CC7=CC=CC=C7)N	['Anti-Bacterial Agents', 'Antifungal Agents', 'Antiprotozoal Agents']
6509.0	CC[N+](CC)(CC)CC.[OH-]	['Potassium Channel Blockers']
6989215.0	C1=CC(=C(C=C1C(C(C(=O)[O-])[NH3+])O)O)O	['Antiparkinson Agents']
38286.0	CC(C)[NH2+]CC(COC1=CC=CC2=C1OC(=C2)C(=O)C)O.[Cl-]	['Adrenergic beta-Agonists', 'Adrenergic beta-Antagonists']
10328936.0	CCC(C)C(C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C2CCCN2C(=O)C3CCC(=O)N3	['Neurotransmitter Agents']
5086.0	C1=CC(=CC(=C1)F)C2=C(N=CS2)C(=O)NCCN	['Monoamine Oxidase Inhibitors']
5585.0	CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C	['Photosensitizing Agents']
9939074.0	CC1=C(C2=CC3=C(C(=C(N3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1N2)C)CCC(=O)[O-])CCC(=O)[O-])C)C=C)C)C=C.[Zn+2]	['Enzyme Inhibitors']
23667300.0	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3.[Na+]	['Anti-Bacterial Agents']
5282279.0	CN1C2=CC=CC=C2C(=NC(C1=O)NC(=O)C=CC3=C(C=C(C=C3)Cl)Cl)C4=CC=CC=C4	['Potassium Channel Blockers']
23667642.0	C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[K+]	['Anti-Inflammatory Agents, Non-Steroidal', 'Cyclooxygenase Inhibitors']
1908.0	CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3=CC=C(C=C3)S(=O)(=O)O	['Purinergic P1 Receptor Antagonists']
13932.0	CC[NH+](CC)CC(=O)NC1=C(C=C(C=C1C)C)C.[Cl-]	['Anesthetics, Local']
9917528.0	CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C.OP(=O)(O)O.OP(=O)(O)O	['Antineoplastic Agents', 'Antiparkinson Agents', 'Dopamine Agonists']
5956.0	C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=CC=C4)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N	['Vasoconstrictor Agents']
10474948.0	C1CN(CC1N)C2=C(C=C3C4=C2OC5=CC=CC=C5N4C=C(C3=O)C(=O)O)F	['Topoisomerase II Inhibitors']
23679441.0	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].[Na+]	['Anti-Bacterial Agents']
2781.0	CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C	['Anti-Allergic Agents', 'Antipruritics', 'Histamine H1 Antagonists']
23663400.0	CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)[O-])CN3C=CN=N3.[Na+]	['Anti-Bacterial Agents', 'beta-Lactamase Inhibitors']
129711981.0	CCCCN(CCCC)C(=O)CN1CC(C(C1CC(C)(C)CCC)C(=O)O)C2=CC3=C(C(=C2)OC)OCO3	['Endothelin Receptor Antagonists']
2797.0	CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl	['Anticholesteremic Agents', 'Hypolipidemic Agents']
5464467.0	C1=C(C(=O)C(=CC1=C(N)NO)O)O	['Enzyme Inhibitors', 'Free Radical Scavengers']
23713799.0	COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=C(C=C3)OC(F)F)OC.[Na+]	['Anti-Ulcer Agents', 'Proton Pump Inhibitors']
49800013.0	CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O.O	['Angiotensin-Converting Enzyme Inhibitors', 'Antihypertensive Agents']
9920401.0	[O-]P(=O)([O-])F.[Ca+2]	['Cariostatic Agents']
83823.0	CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O	['Antiparkinson Agents', 'Muscarinic Antagonists', 'Muscle Relaxants, Central', 'Parasympatholytics']
146186.0	C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.[Cu+2]	['Uncoupling Agents']
11207.0	CS(=O)(=O)F	['Cholinesterase Inhibitors']
5069.0	CN(C)C(=O)C1=NN(C(=N1)CNC(=O)CN)C2=C(C=C(C=C2)Cl)C(=O)C3=CC=CC=C3Cl	['Hypnotics and Sedatives']
