CID	SMILES	Name	Formula	Terms	TreeIds
8293	COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N	cythioate	C8H12NO5PS2	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
8370	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl	Hexachlorobenzene	C6Cl6	['Fungicides, Industrial']	['D27.720.031.700.288', 'D27.888.723.288']
8371	C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl	Chloranil	C6Cl4O2	['Fungicides, Industrial']	['D27.720.031.700.288', 'D27.888.723.288']
8442	CCCCCCCCS(=O)C(C)CC1=CC2=C(C=C1)OCO2	sulfoxide	C18H28O3S	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
8461	CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]	2,4-dinitrotoluene	C7H6N2O4	['Carcinogens']	['D27.888.569.100']
8507	CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=C(C=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+]	sulfan blue	C27H31N2NaO6S2	['Coloring Agents']	['D27.720.233']
8534	C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)O)S(=O)(=O)O	Alizarin Red S	C14H8O7S	['Coloring Agents']	['D27.720.233']
8606	C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl	Captan	C9H8Cl3NO2S	['Fungicides, Industrial']	['D27.720.031.700.288', 'D27.888.723.288']
8607	C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl	folpet	C9H4Cl3NO2S	['Fungicides, Industrial']	['D27.720.031.700.288', 'D27.888.723.288']
8640	C1=CC=C2C(=C1)C=CC=C2N	1-Naphthylamine	C10H9N	['Carcinogens']	['D27.888.569.100']
8722	CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2]	Ziram	C6H12N2S4Zn	['Fungicides, Industrial']	['D27.720.031.700.288', 'D27.888.723.288']
8752	C1CCC(CC1)NS(=O)(=O)[O-].C1CCC(CC1)NS(=O)(=O)[O-].[Ca+2]	Cyclamates	C12H24CaN2O6S2	['Sweetening Agents']	['J02.500.512.400.700', 'G07.203.300.512.400.700', 'D27.720.364.609', 'D27.720.888']
8778	CCCCCCCCCCCCOS(=O)(=O)O	dodecyl sulfate	C12H26O4S	['Surface-Active Agents']	['D27.720.877']
8789	C1=CC=C(C=C1)NNC(=O)NNC2=CC=CC=C2	Diphenylcarbazide	C13H14N4O	['Indicators and Reagents']	['D27.720.470.410']
8808	CN(C)C1=CC=C(C=C1)N=NS(=O)(=O)O	dexon (fungicide)	C8H11N3O3S	['Fungicides, Industrial']	['D27.720.031.700.288', 'D27.888.723.288']
8814	CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O	4-tert-octylphenol	C14H22O	['Surface-Active Agents']	['D27.720.877']
8819	C1CN(CCN1N=O)N=O	N,N'-dinitrosopiperazine	C4H8N4O2	['Carcinogens']	['D27.888.569.100']
8821	CCOC(=O)C=C	ethyl acrylate	C5H8O2	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
8870	C1=CC=C(C=C1)N.Cl	aniline	C6H8ClN	['Carcinogens']	['D27.888.569.100']
8947	C[As](=O)([O-])[O-].[Na+].[Na+]	monomethylarsonic acid	CH3AsNa2O3	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
8948	C[As](=O)(O)O	monomethylarsonic acid	CH5AsO3	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
8978	C1=CC=C2C(=C1)C3=NC4=NC(=NC5=NC(=NC6=NC(=NC2=N3)C7=CC=CC=C76)C8=CC=CC=C85)C9=CC=CC=C94.[Cu]	copper phthalocyanine	C32H16CuN8	['Coloring Agents', 'Indicators and Reagents']	['D27.720.470.410', 'D27.720.233']
9001	C1=C(C=C(C(=C1S(=O)(=O)[O-])O)O)S(=O)(=O)[O-].[Na+].[Na+]	1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt	C6H4Na2O8S2	['Indicators and Reagents']	['D27.720.470.410']
9119	C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C6=CC=CC=C6C5=CC=C4	dibenzo(a,l)pyrene	C24H14	['Carcinogens']	['D27.888.569.100']
9134	C1=CC=C2C(=C1)C=CC3=C2C4=C(N3)C=CC5=CC=CC=C54	7H-dibenzo(c,g)carbazole	C20H13N	['Carcinogens']	['D27.888.569.100']
9136	C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C=C3	benzo(c)phenanthrene	C18H12	['Mutagens']	['D27.888.569.468']
9177	C1=CC=C2C(=C1)C=CC3=NC4=C(C=C32)C5=CC=CC=C5C=C4	dibenzacridine	C21H13N	['Carcinogens']	['D27.888.569.100']
9183	C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC5=CC=CC=C5C4=N3	dibenzacridine	C21H13N	['Carcinogens']	['D27.888.569.100']
9281	COC1=C(C=CC(=C1)C2=CC(=C(C=C2)[N+]3=NC(=NN3C4=CC=C(C=C4)[N+](=O)[O-])C5=CC=CC=C5)OC)[N+]6=NC(=NN6C7=CC=C(C=C7)[N+](=O)[O-])C8=CC=CC=C8.[Cl-].[Cl-]	Nitroblue Tetrazolium	C40H30Cl2N10O6	['Indicators and Reagents']	['D27.720.470.410']
9282	COC1=C(C=CC(=C1)C2=CC(=C(C=C2)[N+]3=NC(=NN3C4=CC=C(C=C4)[N+](=O)[O-])C5=CC=CC=C5)OC)[N+]6=NC(=NN6C7=CC=C(C=C7)[N+](=O)[O-])C8=CC=CC=C8	Nitroblue Tetrazolium	C40H30N10O6+2	['Indicators and Reagents']	['D27.720.470.410']
9283	C1=CC=C(C=C1)C2=NN([N+](=N2)C3=CC=CC=C3)C4=CC=CC=C4.[Cl-]	triphenyltetrazolium	C19H15ClN4	['Coloring Agents']	['D27.720.233']
9284	C1=CC=C(C=C1)C2=NN([N+](=N2)C3=CC=CC=C3)C4=CC=CC=C4	triphenyltetrazolium	C19H15N4+	['Coloring Agents']	['D27.720.233']
9411	CCC(C)N1C(=O)C(=C(NC1=O)C)Br	bromacil	C9H13BrN2O2	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
9502	CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC	Linuron	C9H10Cl2N2O2	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
9777	C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O	perfluorobutyric acid	C4HF7O2	['Indicators and Reagents']	['D27.720.470.410']
9903	CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	Lithocholic Acid	C24H40O3	['Detergents']	['J01.516.381', 'D27.720.877.265']
10208	CC1=CC(=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)O)O	chrysophanic acid	C15H10O4	['Mutagens']	['D27.888.569.468']
10226	C1=CC2=C(C=C1S(=O)(=O)O)C(=C(C=C2[N+](=O)[O-])[N+](=O)[O-])O	naphthol yellow	C10H6N2O8S	['Coloring Agents']	['D27.720.233']
10303	CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O	methyl red	C15H15N3O2	['Coloring Agents']	['D27.720.233']
10327	C1C2=CC=CC=C2CO1	folpet	C8H8O	['Fungicides, Industrial']	['D27.720.031.700.288', 'D27.888.723.288']
10436	CC1=CC(=CC(=C1)O)O	orcinol	C7H8O2	['Indicators and Reagents']	['D27.720.470.410']
10439	C1=CC=NC(=C1)N	alpha-aminopyridine	C5H6N2	['Fluorescent Dyes']	['D27.720.470.410.505.500', 'D27.720.233.348']
10509	C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]	Tetranitromethane	CN4O8	['Indicators and Reagents', 'Oxidants']	['D27.720.470.410', 'D27.888.569.540', 'D27.720.642']
10603	C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4O)O)O)O)O	Hematoxylin	C16H14O6	['Coloring Agents']	['D27.720.233']
10638	C1=CC2=C(C(=C1)N)C(=O)NNC2=O	Luminol	C8H7N3O2	['Indicators and Reagents']	['D27.720.470.410']
10742	COC1=CC(=CC(=C1O)OC)C(=O)O	syringic acid	C9H10O5	['Indicators and Reagents']	['D27.720.470.410']
10743	COC1=CC(=CC(=C1O)OC)C=CC(=O)O	sinapinic acid	C11H12O5	['Indicators and Reagents']	['D27.720.470.410']
10915	CC(=O)O.CC(=O)O.O=[U]=O	uranyl acetate	C4H8O6U	['Coloring Agents']	['D27.720.233']
10941	C1=CC(=CC(=C1)N)N.Cl.Cl	4-phenylenediamine	C6H10Cl2N2	['Coloring Agents']	['D27.720.233']
11048	C1=CC=C(C(=C1)C2=C3C=C(C(=O)C(=C3OC4=C(C(=C(C=C24)Br)[O-])Br)Br)Br)C(=O)[O-].[Na+].[Na+]	Eosine Yellowish-(YS)	C20H6Br4Na2O5	['Fluorescent Dyes']	['D27.720.470.410.505.500', 'D27.720.233.348']
11077	C1=CC2=C(C=C1O)OC3=CC(=O)C=CC3=[N+]2[O-]	resazurin	C12H7NO4	['Indicators and Reagents']	['D27.720.470.410']
11105	CC1=CC2=NC3=C(C=C(C=C3)N(C)C)N=C2C=C1N.Cl	Neutral Red	C15H17ClN4	['Coloring Agents', 'Indicators and Reagents']	['D27.720.470.410', 'D27.720.233']
11164	C1C(O1)CO	glycidol	C3H6O2	['Carcinogens']	['D27.888.569.100']
11254	C1C(O1)C2CO2	erythritol anhydride	C4H6O2	['Carcinogens', 'Cross-Linking Reagents', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468', 'D27.720.470.410.210']
11292	C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl	pararosaniline	C19H18ClN3	['Coloring Agents']	['D27.720.233']
11293	C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N	pararosaniline	C19H17N3	['Coloring Agents']	['D27.720.233']
11313	C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+]	Congo Red	C32H22N6Na2O6S2	['Coloring Agents']	['D27.720.233']
11339	CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O	Dioctyl Sulfosuccinic Acid	C20H38O7S	['Surface-Active Agents']	['D27.720.877']
11413	C(=O)(C(=O)[O-])[O-].[K+].[K+]	Oxalic Acid	C2K2O4	['Reducing Agents']	['D27.720.470.410.690']
11442	CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C	Allethrin	C19H26O3	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
11831	C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-]	2-nitrofluorene	C13H9NO2	['Mutagens']	['D27.888.569.468']
11855	C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl	pentachlorobenzene	C6HCl5	['Fungicides, Industrial', 'Insecticides']	['D27.720.031.700.491', 'D27.720.031.700.288', 'D27.888.723.491', 'D27.888.723.288']
11937	C1=CC=C2C=C3C=C(C=CC3=CC2=C1)N	2-anthramine	C14H11N	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
12130	CCCN(CCC)N=O	N-nitroso(di-n-propyl)amine	C6H14N2O	['Carcinogens']	['D27.888.569.100']
12484	CC1=CC=CC=C1N.Cl	2-toluidine	C7H10ClN	['Carcinogens', 'Indicators and Reagents']	['D27.888.569.100', 'D27.720.470.410']
12544	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	Glycochenodeoxycholic Acid	C26H43NO5	['Detergents']	['J01.516.381', 'D27.720.877.265']
12565	CC1(C=CC2=CC(=C(C=C2O1)OC)OC)C	precocene II	C13H16O3	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
12586	C1COCO1	formal glycol	C3H6O2	['Mutagens']	['D27.888.569.468']
12660	C(=NN=O)(N)N	Nitrosoguanidines	CH4N4O	['Mutagens']	['D27.888.569.468']
12901	COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O	Phosmet	C11H12NO4PS2	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
13044	C1=CC(=C(C=C1[N+](=O)[O-])CBr)O	2-Hydroxy-5-nitrobenzyl Bromide	C7H6BrNO3	['Indicators and Reagents']	['D27.720.470.410']
13157	CCCN(C(=O)N)N=O	propylnitrosourea	C4H9N3O2	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
13192	C(CCCN=C=O)CCN=C=O	1,6-hexamethylene diisocyanate	C8H12N2O2	['Cross-Linking Reagents']	['D27.720.470.410.210']
13205	CC1=C(C=CC=C1N)N	2,6-diaminotoluene	C7H10N2	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
13362	CCCCN(C(=O)N)N=O	N-nitrosobutylurea	C5H11N3O2	['Carcinogens']	['D27.888.569.100']
13450	CCNC1=NC(=NC(=N1)SC)NC(C)(C)C	terbutryne	C10H19N5S	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
13462	C1=CC=C2C(=C1)C3=C4C2=CC=CC4=C(C=C3)[N+](=O)[O-]	3-nitrofluoranthene	C16H9NO2	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
13494	C1=CC=C(C=C1)C(=O)NC(CCCN=C(N)N)C(=O)NC2=CC=C(C=C2)[N+](=O)[O-]	Benzoylarginine Nitroanilide	C19H22N6O4	['Chromogenic Compounds']	['D27.720.470.410.200', 'D27.720.233.174']
13542	CCCCN(CCCC)N=O	dibutylnitrosamine	C8H18N2O	['Carcinogens']	['D27.888.569.100']
13582	CCCCCCCCCCCC[NH3+].[Cl-]	dodecylamine	C12H28ClN	['Surface-Active Agents']	['D27.720.877']
13583	CCCCCCCCCCCCN	dodecylamine	C12H27N	['Surface-Active Agents']	['D27.720.877']
13586	C=CC1CO1	3,4-epoxy-1-butene	C4H6O	['Mutagens']	['D27.888.569.468']
13643	CN(CC1=CC=CC=C1)N=O	nitrosobenzylmethylamine	C8H10N2O	['Carcinogens']	['D27.888.569.100']
13709	COC1=NN(C(=O)S1)CSP(=S)(OC)OC	methidathion	C6H11N2O4PS3	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
13726	C1=CC(=O)C=CC1=NC2=CC(=C(C(=C2)Cl)O)Cl	2,6-Dichloroindophenol	C12H7Cl2NO2	['Indicators and Reagents']	['D27.720.470.410']
13930	C12C(C(C3C1O3)Cl)C4(C(=C(C2(C4(Cl)Cl)Cl)Cl)Cl)Cl	Heptachlor Epoxide	C10H5Cl7O	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
14039	CC(=O)NN	acetylhydrazine	C2H6N2O	['Carcinogens']	['D27.888.569.100']
14129	C1=CC(=CC=C1CC2=CC=NC=C2)[N+](=O)[O-]	4-(4-nitrobenzyl)pyridine	C12H10N2O2	['Chromogenic Compounds', 'Indicators and Reagents']	['D27.720.470.410.200', 'D27.720.470.410', 'D27.720.233.174']
14213	C(=O)(C(=O)[O-])[O-].[NH4+].[NH4+]	Oxalic Acid	C2H8N2O4	['Reducing Agents']	['D27.720.470.410.690']
14223	C(CO)N(CCO)N=O	N-nitrosodiethanolamine	C4H10N2O3	['Carcinogens']	['D27.888.569.100']
14249	CCCCCCCCCCCC[N+](C)(C)C.[Br-]	dodecyltrimethylammonium	C15H34BrN	['Detergents', 'Surface-Active Agents']	['J01.516.381', 'D27.720.877', 'D27.720.877.265']
14250	CCCCCCCCCCCCCC[N+](C)(C)C.[Br-]	tetradecyltrimethylammonium	C17H38BrN	['Detergents', 'Surface-Active Agents']	['J01.516.381', 'D27.720.877', 'D27.720.877.265']
14749	CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O	Carmine	C22H20O13	['Coloring Agents']	['D27.720.233']
14797	[OH-].[K+]	potassium hydroxide	HKO	['Indicators and Reagents']	['D27.720.470.410']
14808	O=[Th]=O	Thorium Dioxide	O2Th	['Carcinogens']	['D27.888.569.100']
14935	[NH4+].F.[F-]	ammonium fluoride	F2H5N	['Mutagens']	['D27.888.569.468']
15081	CC1CN(CC(O1)C)N=O	N-nitroso-2,6-dimethylmorpholine	C6H12N2O2	['Carcinogens']	['D27.888.569.100']
15413	CC(C)(C)OC	methyl tert-butyl ether	C5H12O	['Carcinogens']	['D27.888.569.100']
15415	CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC	malaoxon	C10H19O7PS	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
15426	CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)O	Dioctyl Sulfosuccinic Acid	C20H38O7S	['Surface-Active Agents']	['D27.720.877']
15433	CCCCCCCCCCCC[N+](C)(C)[O-]	dodecyldimethylamine oxide	C14H31NO	['Detergents', 'Surface-Active Agents']	['J01.516.381', 'D27.720.877', 'D27.720.877.265']
15463	C1=CC=C(C=C1)C2=CC=C(C=C2)CCl	4-chloromethylbiphenyl	C13H11Cl	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
15465	C1=CC=C(C(=C1)NN=C2C(=CC3=C(C2=O)C(=O)C(=NNC4=CC=CC=C4[As](=O)(O)O)C(=C3)S(=O)(=O)O)S(=O)(=O)O)[As](=O)(O)O	Arsenazo III	C22H18As2N4O14S2	['Coloring Agents', 'Indicators and Reagents']	['D27.720.470.410', 'D27.720.233']
15787	C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl	nitrofen	C12H7Cl2NO3	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
15910	C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl	tetrachloroisophthalonitrile	C8Cl4N2	['Fungicides, Industrial']	['D27.720.031.700.288', 'D27.888.723.288']
15913	C[N+](C)(C)C1=CC=CC=C1.[OH-]	phenyltrimethylammonium	C9H15NO	['Indicators and Reagents']	['D27.720.470.410']
15914	C[N+](C)(C)C1=CC=CC=C1	phenyltrimethylammonium	C9H14N+	['Indicators and Reagents']	['D27.720.470.410']
15938	C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-]	Paraquat	C12H14Cl2N2	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
15939	C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C	Paraquat	C12H14N2+2	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
15965	C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N	Picloram	C6H3Cl3N2O2	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
16027	CCCC[N+](CCCC)(CCCC)CCCC.[N+](=O)([O-])[O-]	tetrabutylammonium	C16H36N2O3	['Detergents']	['J01.516.381', 'D27.720.877.265']
16028	CCCC[N+](CCCC)(CCCC)CCCC	tetrabutylammonium	C16H36N+	['Detergents']	['J01.516.381', 'D27.720.877.265']
16247	CC1=C(C=CC(=C1)OC(=O)NC)N(C)C	aminocarb	C11H16N2O2	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
16248	CC1=CC(=CC(=C1SC)C)OC(=O)NC	Methiocarb	C11H15NO2S	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
16388	CCCCCCCCCC[N+](C)(C)C.[Br-]	decyltrimethylammonium	C13H30BrN	['Surface-Active Agents']	['D27.720.877']
16389	CCCCCCCCCC[N+](C)(C)C	decyltrimethylammonium	C13H30N+	['Surface-Active Agents']	['D27.720.877']
16700	CCCCCCCCCCCCOS(=O)(=O)[O-].[NH4+]	dodecyl sulfate	C12H29NO4S	['Surface-Active Agents']	['D27.720.877']
16938	CCN(CC)C1=CC2=C(C=C1)N=C3C4=CC=CC=C4C(=[NH2+])C=C3O2.[Cl-]	Nile Blue	C20H20ClN3O	['Fluorescent Dyes']	['D27.720.470.410.505.500', 'D27.720.233.348']
16939	CCN(CC)C1=CC2=C(C=C1)N=C3C4=CC=CC=C4C(=[NH2+])C=C3O2	Nile Blue	C20H20N3O+	['Fluorescent Dyes']	['D27.720.470.410.505.500', 'D27.720.233.348']
16953	CC1=CC2=C(C=C1)[N+](=C(S2)C3=CC=C(C=C3)N(C)C)C.[Cl-]	thioflavin T	C17H19ClN2S	['Fluorescent Dyes']	['D27.720.470.410.505.500', 'D27.720.233.348']
17038	C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl	captafol	C10H9Cl4NO2S	['Fungicides, Industrial']	['D27.720.031.700.288', 'D27.888.723.288']
17271	C1C2=CC=CC=C2C3=C1C=C(C=C3)N=O	2-nitrosofluorene	C13H9NO	['Carcinogens']	['D27.888.569.100']
17347	CC1=C2C=CC3=CC=CC=C3C2=CC4=CC=CC=C14	7-methylbenzanthracene	C19H14	['Carcinogens']	['D27.888.569.100']
17409	C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=CC(=CC=C4)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-])N.[Na+].[Na+]	Remazol Brilliant Blue R	C22H16N2Na2O11S3	['Coloring Agents']	['D27.720.233']
17435	CCOC(=O)C(C1=CC=CC=C1)SP(=S)(OC)OC	phenthoate	C12H17O4PS2	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
17559	CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5S(=O)(=O)[O-].[NH4+].[NH4+]	brilliant blue	C37H42N4O9S3	['Coloring Agents']	['D27.720.233']
17560	CCN(CC1=CC(=CC=C1)S(=O)(=O)O)C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)O)C=C3)C5=CC=CC=C5S(=O)(=O)O	brilliant blue	C37H37N2O9S3+	['Coloring Agents']	['D27.720.233']
17869	CC(=C)C(=O)OCCN(C)C	2-(dimethylamino)ethyl methacrylate	C8H15NO2	['Reducing Agents']	['D27.720.470.410.690']
18275	C1(=C(NC(=O)NC1=O)[O-])N=C2C(=O)NC(=O)NC2=O.[NH4+]	Murexide	C8H8N6O6	['Indicators and Reagents']	['D27.720.470.410']
18730	C1=CC2=C(C=C1N=C=S)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O	Fluorescein-5-isothiocyanate	C21H11NO5S	['Fluorescent Dyes']	['D27.720.470.410.505.500', 'D27.720.233.348']
19080	COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)N	9-amino-6-chloro-2-methoxyacridine	C14H11ClN2O	['Fluorescent Dyes']	['D27.720.470.410.505.500', 'D27.720.233.348']
19186	C1=CC=C(C=C1)C2=CC=C(C=C2)CO	4-hydroxymethylbiphenyl	C13H12O	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
19190	CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]	Indocyanine Green	C43H47N2NaO6S2	['Coloring Agents']	['D27.720.233']
19256	CCN(CC)C1=CC2=C(C=C1)N=C3C4=CC=CC=C4C(=[NH2+])C=C3O2.CCN(CC)C1=CC2=C(C=C1)N=C3C4=CC=CC=C4C(=[NH2+])C=C3O2.[O-]S(=O)(=O)[O-]	Nile Blue	C40H40N6O6S	['Fluorescent Dyes']	['D27.720.470.410.505.500', 'D27.720.233.348']
19427	CC1=CC2=CC=CC=C2C3=C1C4=CC=CC=C4C=C3	5-methylchrysene	C19H14	['Carcinogens']	['D27.888.569.100']
19520	C12C(C(C(C1Cl)Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	nonachlor	C10H5Cl9	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
19700	CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5S(=O)(=O)[O-].[Na+].[Na+]	brilliant blue	C37H34N2Na2O9S3	['Coloring Agents']	['D27.720.233']
20193	CC(CCCN(CCCl)CCCl)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl.Cl	Quinacrine Mustard	C23H30Cl5N3O	['Fluorescent Dyes']	['D27.720.470.410.505.500', 'D27.720.233.348']
20194	CC(CCCN(CCCl)CCCl)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC	Quinacrine Mustard	C23H28Cl3N3O	['Fluorescent Dyes']	['D27.720.470.410.505.500', 'D27.720.233.348']
20280	CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]	cocamidopropyl betaine	C19H38N2O3	['Surface-Active Agents']	['D27.720.877']
20662	C1C(O1)C#N	2-cyanoethylene oxide	C3H3NO	['Carcinogens']	['D27.888.569.100']
20708	CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-]	tetradecyltrimethylammonium	C17H38ClN	['Detergents', 'Surface-Active Agents']	['J01.516.381', 'D27.720.877', 'D27.720.877.265']
20753	C1=CC=C2C(=C1)C(=NO)C=CN2O	4-Hydroxyaminoquinoline-1-oxide	C9H8N2O2	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
21307	CC1=C(SCCO1)C(=O)NC2=CC=CC=C2	Carboxin	C12H13NO2S	['Fungicides, Industrial']	['D27.720.031.700.288', 'D27.888.723.288']
21387	C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)O	1-hydroxypyrene	C16H10O	['Mutagens']	['D27.888.569.468']
21694	C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)[N+](=O)[O-]	1-nitropyrene	C16H9NO2	['Mutagens']	['D27.888.569.468']
21732	C1C2C(CC1(Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Chlordan	C10H6Cl8	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
21876	C1=NC2=C(N1)C(=NC=N2)NO	6-N-hydroxylaminopurine	C5H5N5O	['Mutagens']	['D27.888.569.468']
22206	CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C	terbutylazine	C9H16ClN5	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
22879	C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].O.[Ca+2]	Saccharin	C14H10CaN2O7S2	['Sweetening Agents']	['J02.500.512.400.700', 'G07.203.300.512.400.700', 'D27.720.364.609', 'D27.720.888']
23017	C1=C(C(=O)NC(=C1Cl)Cl)Cl	3,5,6-trichloro-2-pyridinol	C5H2Cl3NO	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
24268	[N+](=O)([O-])[O-].[Na+]	sodium nitrate	NNaO3	['Carcinogens']	['D27.888.569.100']
24341	OCl	Hypochlorous Acid	ClHO	['Oxidants']	['D27.888.569.540', 'D27.720.642']
