Cid	Smiles	Name	Formula	Terms	TreeIds
118984456	CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CNC=N6)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C8CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8)C(C)O)C)C(C)O)CC(=O)N)NC(=O)C(CCCCN)N.CC(=O)O	pramlintide	C173H271N51O55S2	['Hypoglycemic Agents']	['D27.505.696.422']
9844225	CC(=O)OC1C=CC2C3CC4=C5C2(C1OC5=C(C=C4)OC(=O)C)CCN3C.Cl	Heroin	C21H24ClNO5	['Peripheral Nervous System Agents', 'Central Nervous System Depressants', 'Central Nervous System Agents']	['D27.505.696.663', 'D27.505.954.427', 'D27.505.696.277']
101601907	CC1(C(N2C(S1)C(C2=O)N=C(COC3=CC=CC=C3)[O-])C(=O)O)C.[Na+]	Penicillin V	C16H17N2NaO5S	['Anti-Infective Agents']	['D27.505.954.122']
104841	CC1=CC(=C(C=C1)N(CC(=O)O)CC(=O)O)OCC2=NC3=C(C=C(C=C3C=C2)OC)N(CC(=O)O)CC(=O)O	Quin2	C26H27N3O10	['Sequestering Agents', 'Hematologic Agents']	['D27.505.519.914', 'D27.505.954.502']
115368	C1CCC2C(C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54	perospirone	C23H30N4O2S	['Central Nervous System Depressants', 'Central Nervous System Agents']	['D27.505.954.427', 'D27.505.696.277']
15010	CNCC(C1=CC(=CC=C1)NS(=O)(=O)C)O	amidephrine	C10H16N2O3S	['Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.577']
23665637	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]	Amoxicillin-Potassium Clavulanate Combination	C24H27KN4O10S	['Enzyme Inhibitors', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.519.389']
431327	CC1C2CC3=C(C1(CCN2CC4=COC=C4)C)C=C(C=C3)O	Mr 1452	C19H23NO2	['Peripheral Nervous System Agents', 'Central Nervous System Agents', 'Narcotic Antagonists']	['D27.505.696.663', 'D27.505.696.543', 'D27.505.954.427']
1615	CC(CC1=CC2=C(C=C1)OCO2)NC	N-Methyl-3,4-methylenedioxyamphetamine	C11H15NO2	['Membrane Transport Modulators', 'Hallucinogens', 'Central Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.562', 'D27.505.519.625', 'D27.505.954.427', 'D27.505.696.577', 'D27.505.696.388']
15805	COC1=CC2=C(C=C1)C(=C(CC2)C3=CC=CC=C3)C4=CC=C(C=C4)OCCN5CCCC5.Cl	Nafoxidine	C29H32ClNO2	['Hormones, Hormone Substitutes, and Hormone Antagonists', 'Antineoplastic Agents']	['D27.505.696.399', 'D27.505.954.248']
64706	CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O.CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O.C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2	benzathine cloxacillin	C54H56Cl2N8O10S2	['Anti-Infective Agents']	['D27.505.954.122']
122044	CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC=N2)OCCO)OC3=CC(=CC=C3)OC	Ro 46-2005	C23H27N3O6S	['Endothelin Receptor Antagonists']	['D27.505.519.364']
656664	CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43.Cl	tropisetron	C17H21ClN2O2	['Peripheral Nervous System Agents', 'Gastrointestinal Agents', 'Central Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.663', 'D27.505.954.427', 'D27.505.696.577', 'D27.505.954.483']
3083711	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3C=NC=N3)CC4=CC=CC=C4.[Zn]	Bacitracin	C66H103N17O16SZn	['Anti-Infective Agents']	['D27.505.954.122']
31255	C[N+](C)(C)CCO.[OH-]	Choline	C5H15NO2	['Central Nervous System Agents']	['D27.505.954.427']
3012003	CN1CCC(C(C1)COC2=CC=C(C=C2)OC)C3=CC=CC=C3	femoxetine	C20H25NO2	['Membrane Transport Modulators', 'Neurotransmitter Agents', 'Central Nervous System Agents', 'Anti-Infective Agents']	['D27.505.519.562', 'D27.505.954.427', 'D27.505.954.122', 'D27.505.696.577', 'D27.505.519.625']
123984	CCN(C1=CC=CC=C1)C2=CC(=NC)N(C(=N2)C)C	ICI D2788	C15H20N4	['Cardiovascular Agents']	['D27.505.954.411']
25203894	[H+].[H+].CCOC1=CC=C(C=C1)CC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Gd+3]	gadolinium ethoxybenzyl DTPA	C23H30GdN3O11	['Contrast Media']	['D27.505.259.500']
70685092	CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O.C(C(C(=O)O)O)(C(=O)O)O	eliglustat	C27H42N2O10	['Enzyme Inhibitors']	['D27.505.519.389']
1639	C1=NNC(=N1)N	Amitrole	C2H4N4	['Enzyme Inhibitors']	['D27.505.519.389']
6034	CCOC1=C(C=CC(=C1)NC(=O)C)C(=O)OC	Ethopabate	C12H15NO4	['Anti-Infective Agents']	['D27.505.954.122']
57242	CCCN1CCCC2C1CC3=CN=C(N=C3C2)N	quinelorane	C14H22N4	['Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.577']
23707296	C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-].[Na+]	Dantrolene	C14H10N4NaO5+	['Muscle Relaxants, Central', 'Peripheral Nervous System Agents', 'Central Nervous System Agents']	['D27.505.696.663', 'D27.505.954.427', 'D27.505.696.510']
3033962	CCCS(=O)CCCN(CC)CC(COC1=CC=C(C=C1)C#N)O	almokalant	C18H28N2O3S	['Cardiovascular Agents']	['D27.505.954.411']
9961295	CC(=CCCC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C)C.CC(=CCCC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C)C	geranylgeranylacetone	C46H76O2	['Gastrointestinal Agents', 'Antineoplastic Agents']	['D27.505.954.248', 'D27.505.954.483']
657297	C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[N+](=O)([O-])[O-]	N-Methylscopolamine	C18H24N2O7	['Peripheral Nervous System Agents']	['D27.505.696.663']
23617198	CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O.[Na+]	Cloxacillin	C19H18ClN3NaO5S+	['Anti-Infective Agents']	['D27.505.954.122']
2073	CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C	Ajmaline	C20H26N2O2	['Cardiovascular Agents', 'Membrane Transport Modulators']	['D27.505.519.562', 'D27.505.954.411']
5486730	CC1CC(=O)NN=C1C2=CC3=C(C=C2)NC(=C4C=CC(=O)C=C4)N3.Cl	UD CG 212 Cl	C18H17ClN4O2	['Cardiovascular Agents', 'Enzyme Inhibitors', 'Hematologic Agents']	['D27.505.954.411', 'D27.505.519.389', 'D27.505.954.502']
11954389	CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)C=NOCCN)O.Cl	namitecan	C23H23ClN4O5	['Antineoplastic Agents']	['D27.505.954.248']
5287554	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	vitamin MK 7	C46H64O2	['Hematologic Agents']	['D27.505.954.502']
135774	CC1=C(C=CN=C1CS(=O)C2=NC3=C(N2)C=C(C=C3)C(F)(F)F)OC	B 823-10	C16H14F3N3O2S	['Enzyme Inhibitors']	['D27.505.519.389']
25295	CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2	chloropyramine	C16H20ClN3	['Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.577']
441199	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3	Cefoxitin	C16H17N3O7S2	['Anti-Infective Agents']	['D27.505.954.122']
53597	CP(=O)(CCC(C(=O)[O-])N)O.[NH4+]	phosphinothricin	C5H15N2O4P	['Enzyme Inhibitors']	['D27.505.519.389']
4644	C1=C2C(=NC(=O)NC2=O)NN1	Oxypurinol	C5H4N4O2	['Enzyme Inhibitors']	['D27.505.519.389']
16130335	CC1=C2C(=O)NCC(=O)NC(C3=NC(=CS3)C4=NC(=CS4)C5=C(C=CC(=N5)C6=NC(=CS6)C7=NC(CO7)C(=O)N8CCCC8C(=O)N)C9=NC(=CS9)C(=O)NC(C3=NC(=C(S3)COC)C(=O)NC(C(=N2)S1)CC(=O)NC)C(C)C)C(C1=CC=CC=C1)O	GE 2270 A	C56H55N15O10S6	['Anti-Infective Agents']	['D27.505.954.122']
9801	CC(CC1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3	Prenylamine	C24H27N	['Cardiovascular Agents', 'Membrane Transport Modulators', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.954.411', 'D27.505.519.562', 'D27.505.696.577']
55191	CC1(CC(=O)N(C(=O)C1)CCCCN2CCN(CC2)C3=NC=CC=N3)C	gepirone	C19H29N5O2	['Central Nervous System Depressants', 'Central Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.954.427', 'D27.505.696.577', 'D27.505.696.277']
68555	CC(C)C(=O)OC1=C(C=C(C=C1)CCNC)OC(=O)C(C)C	ibopamine	C17H25NO4	['Cardiovascular Agents', 'Peripheral Nervous System Agents', 'Natriuretic Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.954.411', 'D27.505.696.560', 'D27.505.696.577', 'D27.505.696.663']
76972232	CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCNCC4.CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCNCC4	ulifloxacin	C32H32F2N6O6S2	['Enzyme Inhibitors', 'Antineoplastic Agents', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.519.389', 'D27.505.954.248']
65628	CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O	Bendamustine Hydrochloride	C16H21Cl2N3O2	['Alkylating Agents', 'Antineoplastic Agents']	['D27.505.519.124', 'D27.505.954.248']
656609	CN1C(=O)CC(NC1=O)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)N.O.O.O.O	TA 0910	C17H31N7O9	['Central Nervous System Agents']	['D27.505.954.427']
6113	CCOS(=O)(=O)C	Ethyl Methanesulfonate	C3H8O3S	['Alkylating Agents', 'Antineoplastic Agents']	['D27.505.519.124', 'D27.505.954.248']
65060	CC(=O)NCC(=O)O.C1=CC(=CC=C1C(=N)N)NN=NC2=CC=C(C=C2)C(=N)N	diminazene aceturate	C18H22N8O3	['Anti-Infective Agents']	['D27.505.954.122']
5287652	COC1=C(C=C2C3=C(C4=CC5=C(C=C4C3)OCO5)[NH+]=CC2=C1)OC	norindenoisoquinoline	C19H16NO4+	['Enzyme Inhibitors', 'Antineoplastic Agents']	['D27.505.519.389', 'D27.505.954.248']
5282487	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.O.Cl.Cl	Paroxetine	C38H44Cl2F2N2O7	['Membrane Transport Modulators', 'Central Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.562', 'D27.505.519.625', 'D27.505.954.427', 'D27.505.696.577']
104843	CC(C)C1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C)NC(=O)C4CN(C5CC6=CNC7=CC=CC(=C67)C5=C4)C)O	ergovaline	C29H35N5O5	['Cardiovascular Agents']	['D27.505.954.411']
55456	CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O	1-(2-chloroethyl)-3-(2-(dimethylaminosulfonyl)ethyl)-1-nitrosourea	C7H15ClN4O4S	['Antineoplastic Agents']	['D27.505.954.248']
37392	CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O.Cl	halofantrine	C26H31Cl3F3NO	['Anti-Infective Agents']	['D27.505.954.122']
1050	CC1=NC=C(C(=C1O)C=O)CO	Pyridoxal	C8H9NO3	['Growth Substances']	['D27.505.696.377']
3487	CCC1(CCC(=O)NC1=O)C2=CC=CC=C2	Glutethimide	C13H15NO2	['Central Nervous System Depressants', 'Central Nervous System Agents']	['D27.505.954.427', 'D27.505.696.277']
11691495	CON=C(C1=CC=C(C=C1)C2=CC=C(O2)C3=CC=C(C=C3)C(=NOC)N)N.C(=CC(=O)O)C(=O)O	pafuramidine	C24H24N4O7	['Anti-Infective Agents']	['D27.505.954.122']
10578	CCN1C2=CC=CC=C2SC1=CC=CC=CC3=[N+](C4=CC=CC=C4S3)CC.[I-]	Dithiazanine	C23H23IN2S2	['Anti-Infective Agents']	['D27.505.954.122']
56971750	[H+].CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O.[Cl-]	tirofiban	C22H37ClN2O5S	['Cardiovascular Agents', 'Hematologic Agents', 'Fibrin Modulating Agents']	['D27.505.519.421', 'D27.505.954.411', 'D27.505.954.502']
5011	C1CN(CCN1)C2=NC3=CC=CC=C3C=C2	Quipazine	C13H15N3	['Reproductive Control Agents', 'Central Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.954.427', 'D27.505.954.705', 'D27.505.696.577', 'D27.505.696.875']
1052	CC1=NC=C(C(=C1O)CN)CO	Pyridoxamine	C8H12N2O2	['Growth Substances']	['D27.505.696.377']
17714	CCCCC1=CC2=CC=CC=C2C(=N1)OCC[NH+](C)C.[Cl-]	dimethisoquin	C17H25ClN2O	['Peripheral Nervous System Agents', 'Central Nervous System Depressants', 'Central Nervous System Agents']	['D27.505.696.663', 'D27.505.954.427', 'D27.505.696.277']
71168	CC1=C(C(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)N)Cl	sulfaclomide	C12H13ClN4O2S	['Anti-Infective Agents']	['D27.505.954.122']
68589	C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-]	Econazole	C18H16Cl3N3O4	['Anti-Infective Agents']	['D27.505.954.122']
49800052	CC(=O)NC1=C(C=C(C(=C1I)C(=O)[O-])I)I.O.[Na+]	Acetrizoic Acid	C9H7I3NNaO4	['Contrast Media']	['D27.505.259.500']
11705034	C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N.Cl.Cl	pipamperone	C21H32Cl2FN3O2	['Central Nervous System Depressants', 'Central Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.954.427', 'D27.505.696.577', 'D27.505.696.277']
36462	CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O	Etoposide	C29H32O13	['Enzyme Inhibitors', 'Antineoplastic Agents']	['D27.505.519.389', 'D27.505.954.248']
8982	CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O	Nafcillin	C21H22N2O5S	['Anti-Infective Agents']	['D27.505.954.122']
123782	C1CC(=NN=C(N)N)C2=C1C(=CC=C2)C(=N)N	4-amidinoindan-1-one 2'-amidinohydrazone	C11H14N6	['Enzyme Inhibitors', 'Antineoplastic Agents']	['D27.505.519.389', 'D27.505.954.248']
3658	C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl	Hydroxyzine	C21H27ClN2O2	['Dermatologic Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.577', 'D27.505.954.444']
83927	CC1OC2(CN3CCC2CC3)CS1.CC1OC2(CN3CCC2CC3)CS1.O.Cl.Cl	cevimeline	C20H38Cl2N2O3S2	['Peripheral Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.663', 'D27.505.696.577']
444022	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C4C(S(=O)(=O)C5N4C(=O)C5)(C)C)C	sultamicillin	C25H30N4O9S2	['Anti-Infective Agents']	['D27.505.954.122']
123603	CC1OC2(CN3CCC2CC3)CS1.Cl	cevimeline	C10H18ClNOS	['Peripheral Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.663', 'D27.505.696.577']
71587080	C1CCC(CC1)C(=O)NC2=C[N+](=NO2)N3CCOCC3.[Cl-]	ciclosidomine	C13H21ClN4O3	['Cardiovascular Agents']	['D27.505.954.411']
443945	CN1C2=CC=CC=C2C(=O)N(C3=CC=CC=C31)CCN(C)C.Cl	dibenzepin	C18H22ClN3O	['Central Nervous System Agents']	['D27.505.954.427']
6917843	CCN(CC)CCCCCCCCOC(=O)C1=CC(=C(C(=C1)OC)OC)OC.Cl	8-(N,N-diethylamino)octyl-3,4,5-trimethoxybenzoate	C22H38ClNO5	['Cardiovascular Agents', 'Membrane Transport Modulators']	['D27.505.519.562', 'D27.505.954.411']
123851	CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)[O-])[O-])[O-].[Fe+3]	ferrioxamine B	C25H45FeN6O8	['Contrast Media', 'Sequestering Agents']	['D27.505.259.500', 'D27.505.519.914']
10996	CCCCON=O	n-butyl nitrite	C4H9NO2	['Cardiovascular Agents']	['D27.505.954.411']
1183	COC1=C(C=CC(=C1)C=O)O	vanillin	C8H8O3	['Protective Agents', 'Central Nervous System Agents', 'Antioxidants']	['D27.505.519.217', 'D27.505.954.427', 'D27.505.696.706']
4868	CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O	Polymyxin B	C56H98N16O13	['Anti-Infective Agents']	['D27.505.954.122']
6444542	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC=CC=C42.C(=CC(=O)O)C(=O)O	Perazine	C24H29N3O4S	['Central Nervous System Depressants', 'Central Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.954.427', 'D27.505.696.577', 'D27.505.696.277']
9958907	CCC1=NC2=C(N1CC3=CC4=C(C=C3)N=C(C=C4)C5=CC=CC=C5NS(=O)(=O)C(F)(F)F)N=C(C=C2C)C	N-(2-(6-((2-ethyl-5,7-dimethyl-3H-imidazo(4,5-b)pyridin-3-yl)methyl)quinolin-2-yl))trifluoromethanesulfonamide	C27H24F3N5O2S	['Angiotensin Receptor Antagonists']	['D27.505.519.162']
11277418	C1CCN(CC1)C2=NC(=O)N(C2)C3=CC=C(C=C3)Cl	1-(4-chlorophenyl)-4-piperidin-1-yl-1,5-dihydroimidazol-2-one	C14H16ClN3O	['Central Nervous System Depressants', 'Central Nervous System Agents']	['D27.505.954.427', 'D27.505.696.277']
13751	CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=C2	Cyproheptadine	C17H22N2	['Dermatologic Agents', 'Gastrointestinal Agents', 'Neurotransmitter Agents', 'Anti-Allergic Agents']	['D27.505.954.016', 'D27.505.519.625', 'D27.505.954.444', 'D27.505.696.577', 'D27.505.954.483']
60203	COC1=C(C(=NC(=C1Cl)OC)C(Cl)(Cl)Cl)Cl	penclomedine	C8H6Cl5NO2	['Antineoplastic Agents']	['D27.505.954.248']
27157	CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C=CC34C)Cl)C)O	delmadinone	C21H25ClO3	['Hormones, Hormone Substitutes, and Hormone Antagonists']	['D27.505.696.399']
2118	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4	Alprazolam	C17H13ClN4	['Central Nervous System Depressants', 'Central Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.954.427', 'D27.505.696.577', 'D27.505.696.277']
151193	C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4.C(CC(=O)O)C(=O)O	vatalanib	C24H21ClN4O4	['Enzyme Inhibitors']	['D27.505.519.389']
443369	C(C1(C2C3C(N=C(NC34C(C1OC(C4O)(O2)O)O)N)O)O)O	Tetrodotoxin	C11H17N3O8	['Peripheral Nervous System Agents', 'Central Nervous System Depressants', 'Central Nervous System Agents']	['D27.505.696.663', 'D27.505.954.427', 'D27.505.696.277']
5282401	C1CN(CCN1CCCC(=O)NC2C3=CC=CC=C3CSC4=CC=CC=C24)C5=CC=C(C=C5)F.C(=CC(=O)O)C(=O)O	monatepil	C32H34FN3O5S	['Cardiovascular Agents', 'Membrane Transport Modulators', 'Neurotransmitter Agents']	['D27.505.519.562', 'D27.505.954.411', 'D27.505.696.577', 'D27.505.519.625']
11979494	COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O.COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O.COC1=CC(=CC(=C1OC)OC)C2C(C(C(C3=CC4=C(C=C23)OCO4)O)CO)C(=O)O.COC1=CC(=CC(=C1OC)OC)C2C(C(C(C3=CC4=C(C=C23)OCO4)O)CO)C(=O)O	Podophyllin	C88H92O34	['Antineoplastic Agents']	['D27.505.954.248']
28061	CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]	Ornidazole	C7H10ClN3O3	['Radiation-Sensitizing Agents', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.954.600']
65941	COC1=C(C=C(C=C1)C2CCN(CC2)CCC3CCOC4=CC=CC=C34)OC	terikalant	C24H31NO3	['Cardiovascular Agents']	['D27.505.954.411']
3615	CC(CC1=CN=CN1)N	alpha-methylhistamine	C6H11N3	['Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.577']
105066	CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC	vinpocetine	C22H26N2O2	['Cardiovascular Agents', 'Enzyme Inhibitors', 'Protective Agents', 'Central Nervous System Agents']	['D27.505.696.706', 'D27.505.954.411', 'D27.505.954.427', 'D27.505.519.389']
6436253	C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O	Quetiapine Fumarate	C29H33N3O10S	['Central Nervous System Depressants', 'Central Nervous System Agents']	['D27.505.954.427', 'D27.505.696.277']
76962087	CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2.CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2	Tolperisone	C32H46N2O2	['Muscle Relaxants, Central', 'Peripheral Nervous System Agents', 'Central Nervous System Agents']	['D27.505.696.663', 'D27.505.954.427', 'D27.505.696.510']
124081055	CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)O)OC.Cl.Cl	berbamine	C37H42Cl2N2O6	['Anti-Inflammatory Agents', 'Membrane Transport Modulators', 'Peripheral Nervous System Agents', 'Antirheumatic Agents', 'Cardiovascular Agents']	['D27.505.519.562', 'D27.505.696.663', 'D27.505.954.158', 'D27.505.954.411', 'D27.505.954.329']
76970849	CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O.CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O	flumequine	C28H24F2N2O6	['Enzyme Inhibitors', 'Renal Agents', 'Antineoplastic Agents', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.954.613', 'D27.505.519.389', 'D27.505.954.248']
8307	CC[N+](C)(C)C1=CC(=CC=C1)O.[Cl-]	Edrophonium	C10H16ClNO	['Enzyme Inhibitors', 'Protective Agents', 'Neurotransmitter Agents']	['D27.505.696.706', 'D27.505.519.625', 'D27.505.519.389', 'D27.505.696.577']
127365	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OCCOC)C)C	methoxypolyethoxylated cholesterol	C30H52O2	['Enzyme Inhibitors', 'Lipid Regulating Agents', 'Antimetabolites']	['D27.505.519.186', 'D27.505.954.557', 'D27.505.519.389']
2430	CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O	Brefeldin A	C16H24O4	['Enzyme Inhibitors', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.519.389']
2632	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	Cefotaxime	C16H17N5O7S2	['Anti-Infective Agents']	['D27.505.954.122']
72214	C1=NC2=C(C(=N1)N)N=CN2C3C(C(O3)CO)CO	oxetanocin	C10H13N5O3	['Anti-Infective Agents']	['D27.505.954.122']
56842231	CC1C=CC=CC=CC=CC=CC=CC=CCC(C2C(C(CC(O2)(CC(CC(CC(CC(CC(=O)CC(CC(=O)OC1C(C)CCC(CC(=O)C3=CC=C(C=C3)NC)O)O)O)O)O)O)O)O)C(=O)OC)OC4C(C(C(C(O4)C)O)N)O	Mepartricin	C60H88N2O19	['Urological Agents', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.954.944']
2094	C1=C2C(=NC=NC2=O)NN1	Allopurinol	C5H4N4O	['Enzyme Inhibitors', 'Antimetabolites', 'Antioxidants']	['D27.505.519.186', 'D27.505.519.389', 'D27.505.519.217']
13769	CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C	Testolactone	C19H24O3	['Antineoplastic Agents']	['D27.505.954.248']
3702	CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N	Indapamide	C16H16ClN3O3S	['Cardiovascular Agents', 'Natriuretic Agents']	['D27.505.696.560', 'D27.505.954.411']
