CID	SMILES	Name	Formula	Terms	TreeIds
28328	CCN(CC)CCN1C=NC2=C1C(=O)N(C(=O)N2C)C.Cl	etamiphylline	C13H22ClN5O2	['Bronchodilator Agents']	['D27.505.696.663.050.110', 'D27.505.954.796.050.100']
28329	CCN(CC)CCN1C=NC2=C1C(=O)N(C(=O)N2C)C	etamiphylline	C13H21N5O2	['Bronchodilator Agents']	['D27.505.696.663.050.110', 'D27.505.954.796.050.100']
28343	CCN(CC)C(=S)[S-]	Ditiocarb	C5H10NS2-	['Chelating Agents', 'Antiviral Agents', 'Adjuvants, Immunologic']	['D27.505.519.914.500', 'D27.720.832.500', 'D27.505.954.122.388', 'D27.505.696.477.067']
28397	CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)O	Methadyl Acetate	C21H29NO	['Analgesics, Opioid']	['D27.505.696.277.600.500', 'D27.505.696.663.850.014.760.500', 'D27.505.954.427.040.550.500', 'D27.505.954.427.210.600.500']
28417	CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5	Danazol	C22H27NO2	['Estrogen Antagonists']	['D06.347.295', 'D27.505.696.399.450.327']
28467	C1=CC=C2C(=C1)N(C(=C([N+]2=O)CO)CO)[O-]	dioxidine	C10H10N2O4	['Mutagens', 'Anti-Infective Agents']	['D27.888.569.468', 'D27.505.954.122']
28523	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)C)C)C)NC1	Tomatine	C50H83NO21	['Indicators and Reagents', 'Antifungal Agents', 'Anti-Infective Agents']	['D27.720.470.410', 'D27.505.954.122.136', 'D27.505.954.122']
28558	CNCC(C(=O)O)N	beta-N-methylamino-L-alanine	C4H10N2O2	['Excitatory Amino Acid Agonists']	['D27.505.519.625.190.200', 'D27.505.696.577.190.200']
28620	CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)O)O	Deslanoside	C47H74O19	['Enzyme Inhibitors', 'Cardiotonic Agents', 'Anti-Arrhythmia Agents']	['D27.505.519.389', 'D27.505.954.411.222', 'D27.720.799.080', 'D27.505.954.411.097']
28693	CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5	Metergoline	C25H29N3O2	['Dopamine Agonists', 'Serotonin Antagonists']	['D27.505.519.625.150.151', 'D27.505.696.577.150.151', 'D27.505.519.625.850.850', 'D27.505.696.577.850.850']
28718	CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O	Clonixin	C13H11ClN2O2	['Anti-Inflammatory Agents, Non-Steroidal']	['D27.505.696.663.850.014.040.500', 'D27.505.954.158.030', 'D27.505.954.329.030']
28780	CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC	Benomyl	C14H18N4O3	['Tubulin Modulators', 'Fungicides, Industrial', 'Anthelmintics']	['D27.505.519.593.249.500', 'D27.720.031.700.288', 'D27.888.723.288', 'D27.505.954.122.250.075']
28813	CCCCOC(=O)C1=CC=CC=C1C(=O)OCC(C)C	butyl isobutyl phthalate	C16H22O4	['Glycoside Hydrolase Inhibitors']	['D27.505.519.389.320', 'D27.505.696.422.249']
28864	CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C	Lisuride	C20H26N4O	['Dopamine Agonists', 'Serotonin Receptor Agonists', 'Antiparkinson Agents']	['D27.505.519.625.150.151', 'D27.505.696.577.150.151', 'D27.505.519.625.850.800', 'D27.505.696.577.850.800', 'D27.505.954.427.090.050']
28871	C1=CC=C(C=C1)C2=NC(=C(S2)CC(=O)O)C3=CC=C(C=C3)Cl	fentiazac	C17H12ClNO2S	['Anti-Inflammatory Agents, Non-Steroidal']	['D27.505.696.663.850.014.040.500', 'D27.505.954.158.030', 'D27.505.954.329.030']
29029	CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl	Clindamycin	C18H33ClN2O5S	['Protein Synthesis Inhibitors', 'Anti-Bacterial Agents']	['D27.505.519.389.760', 'D27.505.954.122.085']
29089	C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O	chlorhexidine gluconate	C34H54Cl2N10O14	['Dermatologic Agents', 'Anti-Infective Agents, Local']	['D27.505.954.444', 'D27.505.954.122.187']
29092	CC1=CC2=C(C=C1N(C)C)OC3=CC(=[NH2+])C4=CC=CC=C4C3=N2.[Cl-]	cresyl violet	C19H18ClN3O	['Coloring Agents']	['D27.720.233']
29112	CCCCCCCCCCOC1=C(C=C2C(=C1)C(=O)C(=CN2)C(=O)OCC)OCC	Decoquinate	C24H35NO5	['Coccidiostats']	['D27.505.954.122.250.100.170']
29131	[Cr+6]	chromium hexavalent ion	Cr+6	['Carcinogens, Environmental']	['D27.888.569.100.125']
29137	COC1=CC(=CC(=C1OC)OC)CC2C3=CC(=C(C=C3CCN2)O)O.Cl	Tretoquinol	C19H24ClNO5	['Sympathomimetics', 'Bronchodilator Agents', 'Adrenergic beta-Agonists']	['D27.505.696.663.050.870', 'D27.505.696.663.050.110', 'D27.505.954.796.050.100', 'D27.505.519.625.050.100.200', 'D27.505.696.577.050.100.200']
29138	COC1=CC(=CC(=C1OC)OC)CC2C3=CC(=C(C=C3CC[NH2+]2)O)O.[Cl-]	Tretoquinol	C19H24ClNO5	['Sympathomimetics', 'Bronchodilator Agents', 'Adrenergic beta-Agonists']	['D27.505.696.663.050.870', 'D27.505.696.663.050.110', 'D27.505.954.796.050.100', 'D27.505.519.625.050.100.200', 'D27.505.696.577.050.100.200']
29144	COC(=O)C(CS)[NH3+].[Cl-]	mecysteine	C4H10ClNO2S	['Expectorants']	['D27.505.954.796.250']
29145	COC(=O)C(CS)N	mecysteine	C4H9NO2S	['Expectorants']	['D27.505.954.796.250']
29182	CC(=O)NCC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I.CNCC(C(C(C(CO)O)O)O)O	meglumine iodipamide	C19H28I3N3O9	['Contrast Media']	['D27.505.259.500', 'D27.720.259']
29243	C1CN(C(=O)NC1O)C2C(C(C(O2)CO)O)O	Tetrahydrouridine	C9H16N2O6	['Antimetabolites']	['D27.505.519.186', 'D27.888.569.042']
29327	CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O	Streptozocin	C8H15N3O7	['Antibiotics, Antineoplastic']	['D27.505.954.248.106']
29393	CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-]	oryzalin	C12H18N4O6S	['Tubulin Modulators', 'Herbicides', 'Coccidiostats']	['D27.505.519.593.249.500', 'D27.720.031.700.366', 'D27.888.723.366', 'D27.505.954.122.250.100.170']
29435	C1C(C(C(C(N1)CO)O)O)O	1-Deoxynojirimycin	C6H13NO4	['Enzyme Inhibitors', 'Antiviral Agents']	['D27.505.519.389', 'D27.505.954.122.388']
29566	C1CS(=O)(=O)NCN1CN2CCS(=O)(=O)NC2	taurolidine	C7H16N4O4S2	['Antineoplastic Agents', 'Anti-Infective Agents, Local', 'Anti-Infective Agents']	['D27.505.954.248', 'D27.505.954.122.187', 'D27.505.954.122']
29569	CC(=O)NNC(=O)N1CC2=C(C=CC(=C2)Cl)OC3=CC=CC=C31	Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide	C16H14ClN3O3	['Prostaglandin Antagonists']	['D06.347.710', 'D27.505.696.399.450.710']
29622	COC1=C(C(=CC(=C1)C=O)Cl)O	vanillin	C8H7ClO3	['Antimutagenic Agents', 'Antioxidants', 'Anticonvulsants']	['D27.505.696.706.080', 'D27.720.799.042', 'D27.505.519.217', 'D27.505.696.706.125', 'D27.720.799.047', 'D27.505.954.427.080']
29963	C1=CC(=C(C=C1O)S(=O)(=O)[O-])O.C1=CC(=C(C=C1O)S(=O)(=O)[O-])O.[Ca+2]	Calcium Dobesilate	C12H10CaO10S2	['Hemostatics']	['D27.505.954.502.270.463']
30081	CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.C(CNCCNCCN)N	triethylenetetraminehexaacetic acid	C18H42N4O12	['Chelating Agents']	['D27.505.519.914.500', 'D27.720.832.500']
30131	CCOC(=O)C1(CCC=CC1N(C)C)C2=CC=CC=C2	Tilidine	C17H23NO2	['Narcotics', 'Analgesics, Opioid']	['D27.505.696.277.600', 'D27.505.696.663.850.014.760', 'D27.505.954.427.040.550', 'D27.505.954.427.210.600', 'D27.505.696.277.600.500', 'D27.505.696.663.850.014.760.500', 'D27.505.954.427.040.550.500', 'D27.505.954.427.210.600.500']
30137	CCCN1CCC2=CC=CC3=C2C1CC4=C3C(=C(C=C4)O)O	N-n-propylnorapomorphine	C19H21NO2	['Dopamine Agonists', 'Antiparkinson Agents']	['D27.505.519.625.150.151', 'D27.505.696.577.150.151', 'D27.505.954.427.090.050']
30160	CCN(CC)CCCOC(=O)C1(CC2CCC1C2)C3=CC=CC=C3	bornaprine	C21H31NO2	['Muscarinic Antagonists']	['D27.505.519.625.120.200.500', 'D27.505.696.577.120.200.500']
30323	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O	Daunorubicin	C27H29NO10	['Topoisomerase II Inhibitors', 'Antibiotics, Antineoplastic']	['D27.505.519.389.892.750', 'D27.505.954.248.794.750', 'D27.505.954.248.106']
30332	[Al]#P	aluminum phosphide	AlP	['Pesticides']	['D27.720.031.700', 'D27.888.723']
30479	CC(C)(C)C1=NN=C(N(C1=O)N)SC	metribuzin	C8H14N4OS	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
30487	CC1C(OCCN1C)C2=CC=CC=C2	phendimetrazine	C12H17NO	['Central Nervous System Stimulants']	['D27.505.696.282', 'D27.505.954.427.220']
30541	CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C	padimate-O	C17H27NO2	['Sunscreening Agents']	['D27.505.696.706.776.800', 'D27.505.954.444.695', 'D27.720.269.800', 'D27.720.799.763.764']
30602	CC(C)(C(=O)OC)OC1=CC=C(C=C1)C2=CC=C(C=C2)Cl	Clofenapate	C17H17ClO3	['Hypolipidemic Agents']	['D27.505.519.186.071', 'D27.505.954.557.500']
30604	CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C	25-Hydroxyvitamin D 2	C28H44O2	['Bone Density Conservation Agents', 'Vitamins']	['D27.505.696.242', 'D27.505.696.377.605.600', 'G07.203.300.631.600', 'J02.500.631.600']
30623	CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2	Razoxane	C11H16N4O4	['Antimitotic Agents']	['D27.505.519.593.249', 'D27.505.954.248.147']
30652	C1=C(C=C(C(=C1Br)O)C2=CC(=CC(=C2OP(=O)(O)O)Br)Br)Br	bromophenophos	C12H7Br4O5P	['Anthelmintics']	['D27.505.954.122.250.075']
30667	CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl.Cl	lofexidine	C11H13Cl3N2O	['Adrenergic alpha-2 Receptor Agonists', 'Narcotic Antagonists', 'Antihypertensive Agents']	['D27.505.519.625.050.100.100.200', 'D27.505.696.577.050.100.100.200', 'D27.505.696.543', 'D27.505.696.663.850.512', 'D27.505.954.427.550', 'D27.505.954.411.162']
30668	CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl	lofexidine	C11H12Cl2N2O	['Adrenergic alpha-2 Receptor Agonists', 'Narcotic Antagonists', 'Antihypertensive Agents']	['D27.505.519.625.050.100.100.200', 'D27.505.696.577.050.100.100.200', 'D27.505.696.543', 'D27.505.696.663.850.512', 'D27.505.954.427.550', 'D27.505.954.411.162']
30699	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O	Cephapirin	C17H17N3O6S2	['Anti-Bacterial Agents']	['D27.505.954.122.085']
30709	COP(=S)(C1=CC=CC=C1)OC2=CC(=C(C=C2Cl)Br)Cl	Leptophos	C13H10BrCl2O2PS	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
30751	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(N=C2N)F	fludarabine phosphate	C10H13FN5O7P	['Immunosuppressive Agents', 'Antimetabolites, Antineoplastic']	['D27.505.696.477.656', 'D27.505.519.186.144', 'D27.505.954.248.144', 'D27.888.569.042.030']
30768	CCNC1=NC2=C(C=C(C=C2)Cl)C(O1)(C)C3=CC=CC=C3	etifoxine	C17H17ClN2O	['Anti-Anxiety Agents']	['D27.505.696.277.950.015', 'D27.505.954.427.210.950.015', 'D27.505.954.427.700.872.015']
30773	CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N	cyanazine	C9H13ClN6	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
30843	C1CN(CCC1C2(CCC(=O)NC2=O)C3=CC=CC=C3)CC4=CC=CC=C4	Dexetimide	C23H26N2O2	['Muscarinic Antagonists', 'Parasympatholytics', 'Antiparkinson Agents']	['D27.505.519.625.120.200.500', 'D27.505.696.577.120.200.500', 'D27.505.696.663.050.650', 'D27.505.954.427.090.050']
30869	CCCCCCCCCCOC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)OCCCCCCCCCC.[Cl-].[Cl-]	Ethonium	C30H62Cl2N2O4	['Cyclooxygenase Inhibitors', 'Surface-Active Agents', 'Cariostatic Agents', 'Antioxidants', 'Antifungal Agents', 'Anti-Ulcer Agents', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Infective Agents']	['D27.505.519.389.310', 'D27.505.696.663.850.014.040.500.500', 'D27.505.954.158.030.500', 'D27.505.954.329.030.500', 'D27.720.877', 'D25.223', 'D27.505.696.706.222', 'D27.720.102.223', 'D27.720.799.113', 'J01.637.051.223', 'D27.505.519.217', 'D27.505.696.706.125', 'D27.720.799.047', 'D27.505.954.122.136', 'D27.505.954.483.203', 'D27.505.696.663.850.014.040.500', 'D27.505.954.158.030', 'D27.505.954.329.030', 'D27.505.954.122']
30870	CCCCCCCCCCOC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)OCCCCCCCCCC	Ethonium	C30H62N2O4+2	['Cyclooxygenase Inhibitors', 'Surface-Active Agents', 'Cariostatic Agents', 'Antioxidants', 'Antifungal Agents', 'Anti-Ulcer Agents', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Infective Agents']	['D27.505.519.389.310', 'D27.505.696.663.850.014.040.500.500', 'D27.505.954.158.030.500', 'D27.505.954.329.030.500', 'D27.720.877', 'D25.223', 'D27.505.696.706.222', 'D27.720.102.223', 'D27.720.799.113', 'J01.637.051.223', 'D27.505.519.217', 'D27.505.696.706.125', 'D27.720.799.047', 'D27.505.954.122.136', 'D27.505.954.483.203', 'D27.505.696.663.850.014.040.500', 'D27.505.954.158.030', 'D27.505.954.329.030', 'D27.505.954.122']
30926	CC(=NO)N	acetohydroxamic acid	C2H6N2O	['Enzyme Inhibitors']	['D27.505.519.389']
30928	CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C.OP(=O)(O)O	Disopyramide	C21H32N3O5P	['Voltage-Gated Sodium Channel Blockers', 'Anti-Arrhythmia Agents']	['D27.505.519.562.750.500', 'D27.505.954.411.720.500', 'D27.505.954.411.097']
30949	CCCCN(CCCC)CCNC1=NC(=NO1)C2=CC=CC=C2	butalamine	C18H28N4O	['Vasodilator Agents']	['D27.505.954.411.918']
30951	C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl	alclofenac	C11H11ClO3	['Anti-Inflammatory Agents, Non-Steroidal']	['D27.505.696.663.850.014.040.500', 'D27.505.954.158.030', 'D27.505.954.329.030']
30956	CC1CC=CC2C(C(=C)C(C3C2(C(C=CC(C1=O)(C)O)OC(=O)C)C(=O)NC3CC4=CC=CC=C4)C)O	Cytochalasin D	C30H37NO6	['Nucleic Acid Synthesis Inhibitors']	['D27.505.519.389.675']
30964	CCC1(C(=O)NC(=O)NC1=O)CC=C2CCCCC2	5-(2-cyclohexylidene-ethyl)-5-ethylbarbiturate	C14H20N2O3	['Convulsants', 'Anticonvulsants']	['D27.505.696.282.224', 'D27.505.954.427.220.224', 'D27.505.954.427.080']
30971	CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O.O.O.O.O.O.Cl.Cl	Spectinomycin	C14H36Cl2N2O12	['Anti-Bacterial Agents']	['D27.505.954.122.085']
30976	C1=NC2=C(N1)C(=NC(=N2)N)N	2,6-diaminopurine	C5H6N6	['Nucleic Acid Synthesis Inhibitors']	['D27.505.519.389.675']
31072	CCOC(=O)N1C=CN(C1=S)C	Carbimazole	C7H10N2O2S	['Antithyroid Agents']	['D06.347.100', 'D27.505.696.399.450.100']
31098	CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]	Ipratropium	C20H30BrNO3	['Cholinergic Antagonists', 'Bronchodilator Agents']	['D27.505.519.625.120.200', 'D27.505.696.577.120.200', 'D27.505.696.663.050.110', 'D27.505.954.796.050.100']
31100	CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O	Bromocriptine	C33H44BrN5O8S	['Dopamine Agonists', 'Hormone Antagonists', 'Antiparkinson Agents']	['D27.505.519.625.150.151', 'D27.505.696.577.150.151', 'D06.347', 'D27.505.696.399.450', 'D27.505.954.427.090.050']
31101	CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O	Bromocriptine	C32H40BrN5O5	['Dopamine Agonists', 'Hormone Antagonists', 'Antiparkinson Agents']	['D27.505.519.625.150.151', 'D27.505.696.577.150.151', 'D06.347', 'D27.505.696.399.450', 'D27.505.954.427.090.050']
31195	C(P(=O)(O)[O-])(P(=O)(O)[O-])(Cl)Cl.[Na+].[Na+]	Clodronic Acid	CH2Cl2Na2O6P2	['Bone Density Conservation Agents']	['D27.505.696.242']
31200	CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-]	Fenitrothion	C9H12NO5PS	['Insecticides', 'Cholinesterase Inhibitors']	['D27.720.031.700.491', 'D27.888.723.491', 'D27.505.519.389.275', 'D27.505.519.625.120.300', 'D27.505.696.577.120.300']
31202	CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]	cetalkonium chloride	C25H46ClN	['Surface-Active Agents', 'Anti-Infective Agents, Local']	['D27.720.877', 'D27.505.954.122.187']
31236	C1=CC=C(C=C1)OCCO	phenoxyethanol	C8H10O2	['Anti-Infective Agents, Local', 'Anesthetics']	['D27.505.954.122.187', 'D27.505.696.277.100', 'D27.505.954.427.210.100']
31254	CNC=O	methylformamide	C2H5NO	['Radiation-Sensitizing Agents', 'Antineoplastic Agents']	['D27.505.954.600', 'D27.505.954.248']
31255	C[N+](C)(C)CCO.[OH-]	Choline	C5H15NO2	['Nootropic Agents', 'Lipotropic Agents']	['D27.505.954.427.637', 'D27.505.519.186.071.601', 'D27.505.954.483.680', 'D27.505.954.557.500.601']
31264	CC1OC(OC(O1)C)C	Paraldehyde	C6H12O3	['Hypnotics and Sedatives', 'Anticonvulsants']	['D27.505.696.277.350', 'D27.505.954.427.210.350', 'D27.505.954.427.080']
31294	C(=O)(N)N.OO	carbamide peroxide	CH6N2O3	['Tooth Bleaching Agents']	['D27.720.642.315.500']
31304	CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O	Picrotoxin	C30H34O13	['GABA Antagonists', 'Convulsants', 'Antidotes', 'Central Nervous System Stimulants']	['D27.505.519.625.240.300', 'D27.505.696.577.240.300', 'D27.505.696.282.224', 'D27.505.954.427.220.224', 'D27.505.696.706.037', 'D27.720.799.037', 'D27.505.696.282', 'D27.505.954.427.220']
31307	CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O	Triamcinolone	C21H27FO6	['Glucocorticoids', 'Anti-Inflammatory Agents']	['D06.472.040.543', 'D27.505.696.399.472.488', 'D27.505.954.158']
31315	C1=CC=C2C(=C1)C(C(=O)N2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O	Oxyphenisatin Acetate	C20H15NO3	['Cathartics']	['D27.505.954.483.396']
31316	CC1=CC(=C(C=C1C2(C3=CC=CC=C3C(=O)O2)C4=CC(=C(C=C4C)O)C(C)C)C(C)C)O	Thymolphthalein	C28H30O4	['Indicators and Reagents', 'Coloring Agents']	['D27.720.470.410', 'D27.720.233']
31347	C1CCS(=O)(=O)C1	sulfolane	C4H8O2S	['Radiation-Protective Agents', 'Convulsants']	['D27.505.696.706.776', 'D27.720.799.763', 'D27.505.696.282.224', 'D27.505.954.427.220.224']
31348	C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O	Citric Acid	C6H5O7-3	['Calcium Chelating Agents', 'Anticoagulants']	['D27.505.519.914.500.204', 'D27.720.832.500.204', 'D27.505.954.502.119']
31357	CCCCOP(=O)(OCCCC)OCCCC	tributyl phosphate	C12H27O4P	['Radiation-Protective Agents']	['D27.505.696.706.776', 'D27.720.799.763']
31373	C(=C(Cl)Cl)(Cl)Cl	Tetrachloroethylene	C2Cl4	['Solvents', 'Environmental Pollutants', 'Carcinogens']	['D27.720.844', 'D27.888.284', 'D27.888.569.100']
31374	CC(=O)N(C)C	dimethylacetamide	C4H9NO	['Cryoprotective Agents']	['D27.505.696.706.320', 'D27.720.799.180']
31378	CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F	Fludrocortisone	C21H29FO5	['Anti-Inflammatory Agents']	['D27.505.954.158']
31382	C1=CC=C(C=C1)S(=O)(=O)NCl	chloramine-B	C6H6ClNO2S	['Disinfectants']	['D27.505.954.122.425', 'D27.720.274']
31401	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	Ursodeoxycholic Acid	C24H40O4	['Cholagogues and Choleretics']	['D27.505.954.483.508']
31402	CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	Pregnanolone	C21H34O2	['Anesthetics']	['D27.505.696.277.100', 'D27.505.954.427.210.100']
31407	CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Ca+2]	Dioctyl Sulfosuccinic Acid	C40H74CaO14S2	['Surface-Active Agents']	['D27.720.877']
31423	C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2	pyrene	C16H10	['Fluorescent Dyes']	['D27.720.233.348', 'D27.720.470.410.505.500']
31475	C1=CC(=CC=C1OC2=C(C=C(C=C2)NC(=O)C3=CC(=CC(=C3O)I)I)Cl)Cl	Rafoxanide	C19H11Cl2I2NO3	['Antiplatyhelmintic Agents', 'Antinematodal Agents']	['D27.505.954.122.250.075.100', 'D27.505.954.122.250.075.080']
31477	CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O	Metipranolol	C17H27NO4	['Sympatholytics', 'Antihypertensive Agents', 'Anti-Arrhythmia Agents', 'Adrenergic beta-Antagonists']	['D27.505.696.663.050.850', 'D27.505.954.411.162', 'D27.505.954.411.097', 'D27.505.519.625.050.200.200', 'D27.505.696.577.050.200.200']
31508	CC1=CC2=C(C=C1)C(=NC(=O)N2C(C)C)C3=CC=CC=C3	proquazone	C18H18N2O	['Cyclooxygenase Inhibitors', 'Anti-Inflammatory Agents, Non-Steroidal', 'Analgesics']	['D27.505.519.389.310', 'D27.505.696.663.850.014.040.500.500', 'D27.505.954.158.030.500', 'D27.505.954.329.030.500', 'D27.505.696.663.850.014.040.500', 'D27.505.954.158.030', 'D27.505.954.329.030', 'D27.505.696.663.850.014', 'D27.505.954.427.040']
31553	COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O	silybin	C25H22O10	['Antioxidants']	['D27.505.519.217', 'D27.505.696.706.125', 'D27.720.799.047']
31593	C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-]	benzonidazole	C12H12N4O3	['Trypanocidal Agents', 'Mutagens', 'Immunosuppressive Agents']	['D27.505.954.122.250.100.875', 'D27.888.569.468', 'D27.505.696.477.656']
31620	CC(C)(C)[NH2+]CC(C1=CC(=CC(=C1)O)O)O.CC(C)(C)[NH2+]CC(C1=CC(=CC(=C1)O)O)O.[O-]S(=O)(=O)[O-]	Terbutaline	C24H40N2O10S	['Adrenergic beta-2 Receptor Agonists', 'Tocolytic Agents', 'Sympathomimetics', 'Bronchodilator Agents']	['D27.505.519.625.050.100.200.200', 'D27.505.696.577.050.100.200.200', 'D27.505.696.875.825', 'D27.505.954.705.825', 'D27.505.696.663.050.870', 'D27.505.696.663.050.110', 'D27.505.954.796.050.100']
31635	C1=CC=C(C=C1)CCNC2=CC=CC=C2C(=O)O	enfenamic acid	C15H15NO2	['Platelet Aggregation Inhibitors', 'Anti-Inflammatory Agents, Non-Steroidal']	['D27.505.954.502.780', 'D27.505.696.663.850.014.040.500', 'D27.505.954.158.030', 'D27.505.954.329.030']
31640	C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(F)(F)F	halazepam	C17H12ClF3N2O	['Anti-Anxiety Agents']	['D27.505.696.277.950.015', 'D27.505.954.427.210.950.015', 'D27.505.954.427.700.872.015']
31645	CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C	pirimicarb	C11H18N4O2	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
31677	CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl	butachlor	C17H26ClNO2	['Herbicides', 'Carcinogens']	['D27.720.031.700.366', 'D27.888.723.366', 'D27.888.569.100']
31703	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O	Doxorubicin	C27H29NO11	['Topoisomerase II Inhibitors', 'Antibiotics, Antineoplastic']	['D27.505.519.389.892.750', 'D27.505.954.248.794.750', 'D27.505.954.248.106']
31721	CC(CC1=CC=C(C=C1)OC)N	4-methoxyamphetamine	C10H15NO	['Hallucinogens']	['D27.505.696.388', 'D27.505.954.427.700.372']
31728	CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O.Cl	Ritodrine	C17H22ClNO3	['Adrenergic beta-2 Receptor Agonists', 'Tocolytic Agents', 'Sympathomimetics']	['D27.505.519.625.050.100.200.200', 'D27.505.696.577.050.100.200.200', 'D27.505.696.875.825', 'D27.505.954.705.825', 'D27.505.696.663.050.870']
