Cid	Smiles	Name	Formula	Term_List	TreeId
16362	C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F	Pimozide	C28H29F2N3O	['Dopamine Antagonists', 'Antipsychotic Agents']	[' ']
17882	C[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]	methylatropine	C18H26BrNO3	['Parasympatholytics']	[' ']
65495	C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-]	sulconazole	C18H16Cl3N3O3S	['Antifungal Agents']	[' ']
60749	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl	gemcitabine	C9H12ClF2N3O4	['Radiation-Sensitizing Agents', 'Immunosuppressive Agents', 'Enzyme Inhibitors', 'Antiviral Agents', 'Antimetabolites, Antineoplastic']	[' ']
10731	C1=CC=C2C(=C1)C=C3C=CC=CC3=C2O	Anthralin	C14H10O	['Dermatologic Agents']	[' ']
44145735	CC(C)CCCC(C)C1CC(C2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C)O	cholest-8-ene-3,15-diol	C27H46O2	['Hydroxymethylglutaryl-CoA Reductase Inhibitors']	[' ']
72416	CCOC1C(C2CCC(C3C24C(O1)OC(CC3)(OO4)C)C)C	artemotil	C17H28O5	['Schistosomicides', 'Antimalarials', 'Amebicides']	[' ']
150184	C1=CC=C2C(=C1)C3=C(N2)C=NC=C3.Cl	norharman	C11H9ClN2	['Neurotoxins', 'Mutagens']	[' ']
6433554	CC1C(C(C(C(O1)OC2C(OC(C(C2O)NC(=O)C)OC3C(C(C(OC3OP(=O)(O)OCC(C(=O)OCCC=C(C)CCC=CC(C)(C)CCC(=C)CC=C(C)CCC=C(C)C)O)C(=O)O)(C)O)OC(=O)N)COC4C(C(C(C(O4)CO)O)O)O)NC(=O)C)O)OC5C(C(C(C(O5)C(=O)NC6=C(CCC6=O)O)O)O)O	Bambermycins	C70H109N4O35P	['Anti-Bacterial Agents']	[' ']
9648	CC(CN1CCOCC1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N4CCCC4	Dextromoramide	C25H32N2O2	['Narcotics', 'Analgesics, Opioid']	[' ']
6438379	CCCCCCCCCCCC1=CC=C(N1)C=C2C(=CC(=C3C=CC=N3)N2)OC	undecylprodigiosin	C25H35N3O	['Immunosuppressive Agents', 'Anti-Bacterial Agents']	[' ']
10205	CC1=CC(=O)C2=C(C1=O)C=CC=C2O	plumbagin	C11H8O3	['Cardiotonic Agents', 'Antineoplastic Agents, Phytogenic', 'Antinematodal Agents', 'Anticoagulants', 'Adjuvants, Immunologic']	[' ']
19472	C1CCC2=C(C1)C=CC=C2[NH2+]C3=NCCN3.[Cl-]	tramazoline	C13H18ClN3	['Sympathomimetics']	[' ']
4421	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	Nalidixic Acid	C12H12N2O3	['Topoisomerase II Inhibitors', 'Anti-Bacterial Agents']	[' ']
119286	CC(C)(C)C1=CC(=C(C(=C1)I)O)CN	2-aminomethyl-4-t-butyl-6-iodophenol	C11H16INO	['Diuretics', 'Anti-Inflammatory Agents, Non-Steroidal']	[' ']
11329481	CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Na+].[Na+]	Methotrexate	C20H20N8Na2O5	['Nucleic Acid Synthesis Inhibitors', 'Antirheumatic Agents', 'Immunosuppressive Agents', 'Folic Acid Antagonists', 'Enzyme Inhibitors', 'Dermatologic Agents', 'Antimetabolites, Antineoplastic']	[' ']
52421	CCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)OC(=O)OCC	prednicarbate	C27H36O8	['Glucocorticoids', 'Anti-Inflammatory Agents']	[' ']
318797	CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)CO	tanshinone	C19H18O4	['Immunosuppressive Agents', 'Antineoplastic Agents, Phytogenic', 'Anticoagulants', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Infective Agents']	[' ']
9846436	C1C[N+]2(CCN1CC(CCl)O)CC[N+]3(CCN(CC3)CC(CCl)O)CC2.[Cl-]	Prospidium	C18H36Cl3N4O2+	['Antirheumatic Agents', 'Antineoplastic Agents']	[' ']
134148	CC1(C(N2C(S1(=O)=O)C(C2=O)NS(=O)(=O)C(F)(F)F)C(=O)O)C	6-beta-(trifluoromethanesulfonyl)amido-penicillanic acid sulfone	C9H11F3N2O7S2	['beta-Lactamase Inhibitors']	[' ']
2804	CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C	Clopamide	C14H20ClN3O3S	['Diuretics']	[' ']
3610	CCCCCCC1=C(C=C(C=C1)O)O	Hexylresorcinol	C12H18O2	['Anthelmintics']	[' ']
1480	C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O	2,4,5-Trichlorophenoxyacetic Acid	C8H5Cl3O3	['Herbicides']	[' ']
2567	C1CC(C1)(C(=O)O)C(=O)O.[Pt]	Carboplatin	C6H8O4Pt	['Cross-Linking Reagents', 'Antineoplastic Agents']	[' ']
84429	CCN(CC)CCO.Cl	2-diethylaminoethanol	C6H16ClNO	['Anti-Inflammatory Agents, Non-Steroidal']	[' ']
123751	CC(CC1=CC(=C(C=C1)O)I)(C(=O)O)N	3-iodo-alpha-methyltyrosine	C10H12INO3	['Radiopharmaceuticals']	[' ']
3037234	CCOC(=O)CCCCCCCCC(C)C1=CC=CC=C1I	Iophendylate	C19H29IO2	['Contrast Media']	[' ']
447866	C1=CC(=CC=C1C(=O)N)S(=O)(=O)NC2=CC3=C(C=C2)NC(=NC3=O)N	BW 2315	C15H13N5O4S	['Folic Acid Antagonists']	[' ']
6046	C1COCCN1N=O	N-nitrosomorpholine	C4H8N2O2	['Mutagens', 'Carcinogens']	[' ']
63062	CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3	afimoxifene	C26H29NO2	['Estrogen Antagonists', 'Antineoplastic Agents']	[' ']
174093	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O.C(=O)(N)N	hydrocortisone, urea drug combination	C22H34N2O6	['Anti-Inflammatory Agents']	[' ']
4926	CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31	Promazine	C17H20N2S	['Dopamine Antagonists', 'Antipsychotic Agents', 'Antiemetics']	[' ']
164827	[O-2].[Cu+2]	cupric oxide	CuO	['Trace Elements']	[' ']
59350241	C(C1C(C(C(C(O1)O)NS(=O)(=O)[O-])O)OC2C(C(C(C(O2)C(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-]	Dalteparin	C12H17NO20S3-4	['Fibrinolytic Agents', 'Anticoagulants']	[' ']
5486715	C1=CC=C(C=C1)CC(C(=O)NCCC(=O)O)NC(CC2=CC=CC=C2)C(=O)O	SCH 32615	C21H24N2O5	['Protease Inhibitors']	[' ']
11446287	C[NH+](C)C.[OH-]	trimethyloxamine	C3H11NO	['Oxidants']	[' ']
6437831	CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3.CC(C(C1=CC=CC=C1)O)NC.Cl.Cl	pseudoephedrine, triprolidine drug combination	C29H39Cl2N3O	['Histamine H1 Antagonists', 'Expectorants']	[' ']
2733635	CCN(CC)C1=CC=C(C=C1)C=CC=CC=CC2=CC=[N+](C=C2)CCC[N+](CC)(CC)CC.[Br-].[Br-]	FM 4-64	C30H45Br2N3	['Fluorescent Dyes']	[' ']
439520	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	Bile Acids and Salts	C24H40O5	['Gastrointestinal Agents']	[' ']
87793884	C(C(C(=O)O)[S-])C(=O)O.[Na].[Na].[Au+]	Gold Sodium Thiomalate	C4H5AuNa2O4S	['Antirheumatic Agents']	[' ']
5486547	C1=CN(C=N1)C2=C(C=C3C(=C2)NC(=O)C(=O)N3)[N+](=O)[O-].Cl	6-(1H-imidazol-1-yl)-7-nitro-2,3(1H,4H)-quinoxalinedione	C11H8ClN5O4	['Neuroprotective Agents', 'Excitatory Amino Acid Antagonists', 'Anticonvulsants']	[' ']
11957445	C1CC1(C(=O)O)N.Cl	1-aminocyclopropane-1-carboxylic acid	C4H8ClNO2	['Neuroprotective Agents']	[' ']
626783	C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)N5C(=O)C=CC5=O	N-(3-pyrene)maleimide	C20H11NO2	['Fluorescent Dyes', 'Enzyme Inhibitors']	[' ']
55492	CNN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O	amifloxacin	C16H19FN4O3	['Topoisomerase II Inhibitors', 'Anti-Bacterial Agents']	[' ']
2381	C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O	Biperiden	C21H29NO	['Muscarinic Antagonists', 'Parasympatholytics', 'Antiparkinson Agents']	[' ']
8478	CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-]	Benzethonium	C27H42ClNO2	['Anti-Infective Agents, Local']	[' ']
443311	CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O.Cl.Cl	Puromycin	C22H31Cl2N7O5	['Trypanocidal Agents', 'Protein Synthesis Inhibitors', 'Antimetabolites, Antineoplastic']	[' ']
5289234	CC(C1C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN(C=O)O)NC(=O)C(CCCN(C=O)O)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C2CCNC3N2C4=CC(=C(C=C4C=C3NC(=O)CCC(=O)O)O)O)C(C)O)O	pyoverdin	C55H85N17O22	['Iron Chelating Agents']	[' ']
114681	CCC1=C(C=CC(=N1)C)O	6-methyl-2-ethyl-3-hydroxypyridine	C8H11NO	['Radiation-Protective Agents', 'Psychotropic Drugs', 'Platelet Aggregation Inhibitors', 'Mutagens', 'Antioxidants', 'Anti-Arrhythmia Agents']	[' ']
2159	CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC	sultopride	C17H27N3O4S	['Dopamine Antagonists', 'Antipsychotic Agents']	[' ']
16760658	C1=CC=C(C(=C1)C(=O)[O-])O.[Na+]	Sodium Salicylate	C7H5NaO3	['Cyclooxygenase Inhibitors', 'Anti-Inflammatory Agents, Non-Steroidal']	[' ']
34318	C1=C(OC(=C1)[N+](=O)[O-])C=CC2=NOC(=N2)N	5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole	C8H6N4O4	['Trypanocidal Agents', 'Schistosomicides']	[' ']
71443	C(C(C(=O)[O-])[S-])C(=O)[O-].O.[Na+].[Na+].[Au+]	Gold Sodium Thiomalate	C4H5AuNa2O5S	['Antirheumatic Agents']	[' ']
120160	C1=C(NC=N1)CCN.Cl	Histamine	C5H10ClN3	['Histamine Agonists']	[' ']
23666335	CC1=CC=C(C=C1)NC2=CC3=C(C=C2)C=C(C=C3)S(=O)(=O)[O-].[K+]	2-(4-toluidino)-6-naphthalenesulfonic acid	C17H14KNO3S	['Fluorescent Dyes']	[' ']
3220	CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O	Emodin	C15H10O5	['Protein Kinase Inhibitors', 'Cathartics']	[' ']
20933	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)[O-])C(=O)[O-])C.[Na+].[Na+]	Carbenicillin	C17H16N2Na2O6S	['Anti-Bacterial Agents']	[' ']
23697816	C12=C(NC(=O)NC1=O)[N-]C(=O)N2.[Na+]	Uric Acid	C5H3N4NaO3	['Antioxidants']	[' ']
2735	CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C	Cholecalciferol	C27H44O	['Bone Density Conservation Agents', 'Vitamins']	[' ']
3998	C1=CC(=CC=C1CN)S(=O)(=O)N	Mafenide	C7H10N2O2S	['Anti-Infective Agents, Local']	[' ']
4938	CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C	propentofylline	C15H22N4O3	['Neuroprotective Agents']	[' ']
5360805	CC1=CC(=C(C=C1S(=O)(=O)[O-])OC)NN=C2C3=C(C=CC2=O)C=C(C=C3)S(=O)(=O)[O-].[Na+].[Na+]	Allura Red AC Dye	C18H14N2Na2O8S2	['Coloring Agents']	[' ']
5753	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O	Corticosterone	C21H30O4	['Anti-Inflammatory Agents']	[' ']
3037943	C(=S)(N)NN.Cl	thiosemicarbazide	CH6ClN3S	['Enzyme Inhibitors', 'Convulsants']	[' ']
5361917	C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6.[Br-]	methylnaltrexone	C21H26BrNO4	['Narcotic Antagonists']	[' ']
5282242	C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O	ceftibuten	C15H14N4O6S2	['Anti-Bacterial Agents']	[' ']
38779	CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl	profenofos	C11H15BrClO3PS	['Insecticides']	[' ']
2051	COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC	tyrphostin AG 1478	C16H14ClN3O2	['Enzyme Inhibitors']	[' ']
104880	CC12CCC3C(C1CCC2=O)C=CC4=CC(=O)C=CC34C	androsta-1,4,6-triene-3,17-dione	C19H22O2	['Enzyme Inhibitors']	[' ']
54548	CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	Roxithromycin	C41H76N2O15	['Anti-Bacterial Agents']	[' ']
10100568	CC1=CC(=O)OC2=C1C=CC(=C2)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)N	acetyl-aspartyl-glutamyl-valyl-aspartyl-amino-4-methylcoumarin	C28H35N5O12	['Fluorescent Dyes']	[' ']
129848228	CC1=NC=CN1CC2CCC3C(C2=O)C4=CC=CC=C4N3.Cl	Ondansetron	C17H20ClN3O	['Anti-Anxiety Agents', 'Antipsychotic Agents', 'Serotonin Antagonists', 'Antipruritics', 'Antiemetics']	[' ']
6942	C1=CC=C(C(=C1)C(=O)N)N	anthranilamide	C7H8N2O	['Fluorescent Dyes']	[' ']
41946	CCOC(=O)C1=C(C=C2C(=NNC(=O)C2=C1C)CO)C	phthalazinol	C14H16N2O4	['Phosphodiesterase Inhibitors']	[' ']
5125	CCCCSP(=O)(SCCCC)SCCCC	butyl phosphorotrithioate	C12H27OPS3	['Enzyme Inhibitors']	[' ']
64928	CC(C(=O)O)OC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl	fenofibric acid	C15H13ClO4	['Hypolipidemic Agents', 'Anticholesteremic Agents']	[' ']
169532	CC1=C2C(=C(C3=C1C=CN=C3)C)C4=CC=CC=C4N2.Cl	ellipticine	C17H15ClN2	['Uncoupling Agents', 'Antineoplastic Agents']	[' ']
23673662	O.OS(=O)(=O)[O-].[Na+]	sodium sulfate	H3NaO5S	['Cathartics']	[' ']
56840998	C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].[Cr+3]	picolinic acid	C18H12CrN3O6	['Iron Chelating Agents']	[' ']
4173	CC1=NC=C(N1CCO)[N+](=O)[O-]	Metronidazole	C6H9N3O3	['Radiation-Sensitizing Agents', 'Antiprotozoal Agents', 'Anti-Infective Agents']	[' ']
16219159	CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)OC=O)SC2)C(=O)O.[Na]	cefamandole nafate	C19H18N6NaO6S2	['Anti-Bacterial Agents']	[' ']
56842110	CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O.CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O.C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O.OS(=O)(=O)O	hydrocortisone, neomycin, polymyxin B drug combination	C102H180N22O40S2	['Anti-Bacterial Agents']	[' ']
124913	C1=CC=C(C=C1)CC(C(C(=O)O)O)N	3-amino-2-hydroxy-4-phenylbutanoic acid	C10H13NO3	['Protease Inhibitors', 'Antimalarials']	[' ']
25077618	CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CN=CN4)NC(=O)C(CC5=CC=CC=C5)NC(=O)C6CCCN6C(=O)C(CC7=CN=CN7)NC(=O)C8CCCN8	renin inhibitory peptide	C69H87N15O12	['Protease Inhibitors']	[' ']
91663268	CCC1C2CC3C4C5(CC(C2C5O)[N+]3(C1O)CC(CN(CC)CC)O)C6=CC=CC=C6N4C.C(C(C(=O)[O-])O)(C(=O)O)O.O	detajmium	C31H49N3O10	['Anti-Arrhythmia Agents']	[' ']
68517380	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O.OS(=O)(=O)O	Quinine	C20H28N2O10S2	['Analgesics, Non-Narcotic', 'Muscle Relaxants, Central', 'Antimalarials']	[' ']
36354	C=CCN(C1=C(C=CC=C1Cl)Cl)C2=NCCN2	alinidine	C12H13Cl2N3	['Cardiovascular Agents', 'Anti-Arrhythmia Agents']	[' ']
76972042	C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4.C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4	Sulfinpyrazone	C46H40N4O6S2	['Uricosuric Agents']	[' ']
2145	CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N	Aminoglutethimide	C13H16N2O2	['Antineoplastic Agents, Hormonal']	[' ']
5684	COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4CCCCC4	N-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide	C25H34N4O2	['Serotonin Antagonists']	[' ']
65240	C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Ru+2]	tris(2,2'-bipyridine)ruthenium II	C30H24N6Ru+2	['Indicators and Reagents']	[' ']
6436	CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C	Triamcinolone Acetonide	C24H31FO6	['Immunosuppressive Agents', 'Glucocorticoids', 'Anti-Inflammatory Agents']	[' ']
134930	O.O.O.O.O.[O-][Se](=O)[O-].[Na+].[Na+]	Sodium Selenite	H10Na2O8Se	['Trace Elements']	[' ']
5486631	COC1=C2C3=C(CC4C5C3(CCN4CC=C)C(O2)C(C=C5)O)C=C1.Br	Nalorphine	C20H24BrNO3	['Narcotic Antagonists']	[' ']
121235532	CC(=O)O.CC(=O)O.CC(=O)O.C1CC(N(C1)C(=O)C2CCCN2C(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)N)C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(CC5=CC=CC=C5)C(=O)NC(CCCN=C(N)N)C(=O)O	Kallidin	C62H97N17O18	['Vasodilator Agents', 'Antihypertensive Agents']	[' ']
27454	CC(C(C1=CC=CC=C1)O)NCCC(=O)C2=CC(=CC=C2)OC	Oxyfedrine	C19H23NO3	['Vasodilator Agents', 'Cardiotonic Agents', 'Adrenergic beta-Agonists']	[' ']
20843171	COC1=CC(=C(C=C1C(=O)NC2CCN3CCCC2C3)Cl)N.Cl	renzapride	C16H23Cl2N3O2	['Serotonin Antagonists']	[' ']
35775	CC1=NN(C2=C1C(=NCC(=O)N2C)C3=CC=CC=C3F)C	Zolazepam	C15H15FN4O	['GABA Modulators', 'Anti-Anxiety Agents']	[' ']
5212	CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C	Sildenafil Citrate	C22H30N6O4S	['Urological Agents', 'Vasodilator Agents']	[' ']
57357928	C1=C(C=C(C2=C1O[Bi]O2)O)C(=O)O.O.O	bismuth subgallate	C7H8BiO7	['Hemostatics', 'Anti-Infective Agents']	[' ']
441337	CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.O.[Br-]	Ipratropium	C20H32BrNO4	['Cholinergic Antagonists', 'Bronchodilator Agents']	[' ']
60946	CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O.O.Cl	tirofiban	C22H39ClN2O6S	['Platelet Aggregation Inhibitors', 'Fibrinolytic Agents']	[' ']
34230	CC1CCC(OC1C(C)C(=O)O)CC2CC(C(C3(O2)C(CC(O3)(C)C4CCC(O4)(C)C5C(CC(O5)C6C(CC(C(O6)(CO)O)C)C)C)C)C)OC	Nigericin	C40H68O11	['Anti-Bacterial Agents']	[' ']
108088	CC1=CC2=C(C=C1)NC3C2CN(CC3)C.Cl.Cl	dicarbine	C13H20Cl2N2	['Antimutagenic Agents', 'Antipsychotic Agents', 'Teratogens', 'Antioxidants', 'Anti-Arrhythmia Agents']	[' ']
5324289	CN1CCC23C4C(=CC=C2C1CC5=C3C(=C(C=C5)OC)O4)OC	Thebaine	C19H21NO3	['Narcotics', 'Convulsants']	[' ']
55191	CC1(CC(=O)N(C(=O)C1)CCCCN2CCN(CC2)C3=NC=CC=N3)C	gepirone	C19H29N5O2	['Serotonin Receptor Agonists', 'Anti-Anxiety Agents', 'Antidepressive Agents']	[' ']
123894	CSCCC(C(=O)NCC(=O)NC(CC1=CC=CC=C1)C(=O)N2CCCC2C(=O)N)NC(=O)C(CC3=CC=C(C=C3)O)N	enkephalin, Met(2)-ProNH2(5)-	C30H40N6O6S	['Anti-Arrhythmia Agents', 'Analgesics']	[' ']
125757	C#CC(CCCN)N	5-hexyne-1,4-diamine	C6H12N2	['Ornithine Decarboxylase Inhibitors']	[' ']
2468	CCCCN=C(N)N=C(N)N	Buformin	C6H15N5	['Hypoglycemic Agents']	[' ']
220861	CC1C(C(CC(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)OC7C(C(C(C(O7)CO)O)O)O	K-strophanthin-beta	C36H54O14	['Enzyme Inhibitors', 'Cardiotonic Agents']	[' ']
96839	C1CCCCC(=O)C(=O)CCC1	phoxim	C10H16O2	['Insecticides', 'Cholinesterase Inhibitors']	[' ']
9577450	C1CNC(=O)C(=NO)CC2=CC(=C(C=C2)OC3=C(C(=CC(=C3)CC(=NO)C(=O)NC=CC4=CC(=C(C(=C4)Br)OC5=C(C(=CC1=C5)Br)O)Br)Br)O)Br	bastadin 14	C34H25Br5N4O8	['Topoisomerase II Inhibitors']	[' ']
53477743	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[CH2-]C1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O.[Co+3]	cobamamide	C72H100CoN18O17P	['Vitamin B Complex']	[' ']
7971	C1=CC(=CN=C1)O	3-hydroxypyridine	C5H5NO	['Antioxidants']	[' ']
129711981	CCCCN(CCCC)C(=O)CN1CC(C(C1CC(C)(C)CCC)C(=O)O)C2=CC3=C(C(=C2)OC)OCO3	A 216546	C30H48N2O6	['Endothelin Receptor Antagonists']	[' ']
91505	CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl	oxybutynin	C22H32ClNO3	['Urological Agents', 'Muscarinic Antagonists', 'Parasympatholytics']	[' ']
122186	CC(CC1=CC=C(C=C1)OCC(=O)OC)NCC(C2=CC(=CC=C2)Cl)O	BRL 35135	C20H24ClNO4	['Adrenergic beta-Agonists']	[' ']
292331	C1=CC=C(C=C1)NC2=CC=C(C=C2)C(=O)O	fenamic acid	C13H11NO2	['Calcium Channel Blockers', 'Anti-Inflammatory Agents, Non-Steroidal']	[' ']
100598	CNCCCNCCSP(=O)(O)O	S-2-(3-methylaminopropylamino)ethylphosphorothioic acid	C6H17N2O3PS	['Radiation-Protective Agents']	[' ']
9884639	CCCN=C1C=CN(C2=C1C=CC(=C2)Cl)CC3=CC=CC=C3.Cl	WIN 17317-3	C19H20Cl2N2	['Potassium Channel Blockers']	[' ']
10953353	CCNC1COC(CC1OC)OC2C(C(C(OC2OC3C#CC=CC#CC4(CC(=O)C(=C3C4=CCSSSC)NC(=O)OC)O)C)NOC5CC(C(C(O5)C)SC(=O)C6=C(C(=C(C(=C6OC)OC)OC7C(C(C(C(O7)C)O)OC)O)I)C)O)O	calicheamicin gamma(1)I	C55H74IN3O21S4	['Mutagens', 'Antibiotics, Antineoplastic']	[' ']
71399	CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(CC(=O)O)C(=O)O	Loxapine	C22H24ClN3O5	['Dopamine Antagonists', 'Antipsychotic Agents']	[' ']
16760499	C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCN=C(N)N.Cl.Cl	N-(2-guanidinoethyl)-5-isoquinolinesulfonamide	C12H17Cl2N5O2S	['Protein Kinase Inhibitors', 'Calcium Channel Blockers']	[' ']
636398	CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)COC(=O)CC	hydrocortisone 17-butyrate 21-propionate	C28H40O7	['Anti-Inflammatory Agents']	[' ']
60855	CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N	Zanamivir	C12H20N4O7	['Enzyme Inhibitors', 'Antiviral Agents']	[' ']
17409	C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=CC(=CC=C4)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-])N.[Na+].[Na+]	Remazol Brilliant Blue R	C22H16N2Na2O11S3	['Coloring Agents']	[' ']
5281055	CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O	rosiglitazone	C22H23N3O7S	['Hypoglycemic Agents']	[' ']
